text	label
"Based on input from regulatory agencies, it is not necessary to conduct this study. An ongoing study was sufficient for regulatory purposes."""	Another_Study
Withdrawn as NCI rescinded approval for parent study NSABP-B-45	Another_Study
Investigations on a Suspected Unexpected Serious Adverse Reaction (SUSAR) in another trial (Phase II Multiple Myeloma trial EMR63325-008)	Another_Study
investigation of adverse events in a related clinical study	Another_Study
reports indicating that increased folic acid intake may increase colin cancer	Another_Study
Investigations on a Suspected Unexpected Serious Adverse Reaction (SUSAR) in another trial (Phase II Multiple Myeloma trial EMR63325-008)	Another_Study
Investigation of adverse events for a study in Germany using erythropoetin	Another_Study
Negative sorafenib results from ESCAPE trial and safety concerns of regimen	Another_Study
Due to the recent meta-analysis about CV adverse effects.	Another_Study
Safety concerns from other studies.	Another_Study
Higher hemorrhage rates of Abciximab in ABESST II trial	Another_Study
Adverse findings from nonclinical carcinogenicity studies.	Another_Study
Animal Safety Data	Another_Study
A sister study using Frova at a 10 mg dose had adverse effects.	Another_Study
Animal Safety Data	Another_Study
Investigations on a Suspected Unexpected Serious Adverse Reaction (SUSAR) in another trial (Phase II Multiple Myeloma trial EMR63325-008)	Another_Study
Due to the recent meta-analysis about CV adverse effects.	Another_Study
"Due to termination of study D3801C00001, due to reports of turbid urine."""	Another_Study
EMD Serono voluntarily decided to terminate this trial after observing increased MS disease activity in trial 28063 ATAMS [Please refer to ATAMS]	Another_Study
New clinical finding with Celebrex and cardiac concerns.	Another_Study
Terminated at 50% enrollment due to recent concerns about rosiglitazone	Another_Study
This study is terminated as a result of data from a study that showed increased mortality in stroke patients.	Another_Study
Investigations on a Suspected Unexpected Serious Adverse Reaction (SUSAR) in another trial (Phase II Multiple Myeloma trial EMR63325-008)	Another_Study
Higher hemorrhage rates of Abciximab in ABESST II trial	Another_Study
positive results from a larger study with same regimen was released.	Another_Study
Corroboration of supporting in vitro data	Another_Study
This was a follow-on study to Biomed 777-CLP-029 which did not meet superiority endpoint	Another_Study
Identical study Biomed 777-CLP-029 did not meet superiority endpoint	Another_Study
"APPRISE closure prompted by SWOG S0205 not meeting primary endpoint-improving OS. APPRISE enrollment closure due to similar design;no unexpected safety data"	Another_Study
RCT with same hypothesis ended and showed a superiority for protective ileostomy after lower anterior rectum resection.	Another_Study
A paper on the same topic came out just before we wanted to start our study.	Another_Study
Pilot study superseded by a larger NHMRC funded trial	Another_Study
No subjects were entered. The study group changed from patients to a healthy volunteers. A healthy-volunteer study is being planned to replace 213.	Another_Study
Due to the publication of significant literature in this area since commencement of the project which has now rendered the project unnecessary.	Another_Study
Replaced with another study	Another_Study
The study was terminated due to results in another study (NCT00878501).	Another_Study
Based on preliminary parent study results	Another_Study
New studies are being offered	Another_Study
Bupivacaine has recently been shown to inhibit osteoclast formation in vitro.	Another_Study
Replaced with an alternate study	Another_Study
This study has been transfered from a sponsored trial to an investigator initiated trial.	Another_Study
Because of unsatisfactory results of previous trial which assessed the effect of different onset times of PDL on surgical scars.	Another_Study
Replaced with ongoing study	Another_Study
We are awaiting publication of the Erythropoietin in Acute Ischemic Stroke Study(NCT00604630).	Another_Study
Due to recent findings relating MRI contrast to nephrogenic systemic fibrosis	Another_Study
Terminated due to awaiting data from Phase II study.	Another_Study
competitor study about to start	Another_Study
Withdrawn as was replaced by another study	Another_Study
Competing study was started.	Another_Study
Based on preliminary parent study results	Another_Study
The required results were obtained through alternate methodology	Another_Study
In order to join forces with another study already running which aims to answer the same question.	Another_Study
This study will not be conducted. A new study is replacing this one.	Another_Study
We found out that there is another study on the same issue	Another_Study
Additional research	Another_Study
"Terminated to focus on comparable trial, CLOMDS02507"""	Another_Study
"Treatment with thymic shielding found safe, another study started."""	Another_Study
Subsequent data generated by our collaborators have shown efficacy with curcumin and quercetin in 5 patients in a non placebo controlled trial.	Another_Study
Terminated in view of the C107 findings demonstrating efficacy at doses of 90 and 30 minutes	Another_Study
New information suggested a more effective treatment protocol.	Another_Study
"On the basis of published results of SMART study, it has been observed that the results are worse in patients who have interrupted their treatments."""	Another_Study
Replacing this trial with a new trial.	Another_Study
The study was incorporated in another study.	Another_Study
Replaced with another study	Another_Study
The study was stopped due to a non-clinical safety finding.	Another_Study
"After IELSG25A study amendment, patients subject of the present study were eligible for inclusion in the IELSG25A study"""	Another_Study
Protocol closed based on new (and as yet unpublished) information from a phase II clinical trial.	Another_Study
Replaced with another study	Another_Study
"Terminated in lieu of similar,competing large, multi-site study."""	Another_Study
"Unfortunately, other Phase III clinical Study (GEM+S-1 vs GEM vs S-1) have been started in Japan."""	Another_Study
Study stopped as it would not address important survival concerns raised in other recently conducted clinical studies.	Another_Study
Competing studies	Another_Study
Transitioned into a national study through ECOG	Another_Study
Created Extension study	Another_Study
Study progress very slow therefore terminated as other projects underway to investigate the same research question which will deliver results earlier	Another_Study
Further evaluation of phase I dosing	Another_Study
The study was stopped since the superiority of intravenous omeprazole to ranitidine has already been proven by recent other studies.	Another_Study
was replaced by an other study	Another_Study
Replacing this trial with a new trial.	Another_Study
Study was combined with Mayo protocol 07-003476	Another_Study
The trial was stopped based on information from the global phase 3 studies.	Another_Study
An alternative joint industry effort will provide information on combination versus single agent therapy for treatment of aspergillosis	Another_Study
Due to existing evidence eligible patients receive CRT treatment in first place	Another_Study
Early Phase I study of [123I]MNI-340 did not evidence as marker of disease	Another_Study
The present study was joining 2005-41-4933 into one study	Another_Study
PK portion will be included in a future protocol	Another_Study
Scientific data called into question the viability of the substance class	Another_Study
"Considered not necessary to continue with this trial; recommended dose was reached in other phase I trials"	Another_Study
Alternate study projected to assess imaging endpoints versus clinical endpoints.	Another_Study
program discontinued based on GIPF-007 results	Another_Study
Merged with the study NCT00307268	Another_Study
"The study was stopped, as the another multicentre-RCT on the same patients started."""	Another_Study
DSPD focussing on Study 301 to confirm clinical profile before proceeding.	Another_Study
Based upon preliminary safety and efficacy results from a similar study.	Another_Study
Protocol 1634 (UI) and 1635 (UF) were combined into one protocol 1634 for OAB. Subject enrolled under 1635 will be followed under 1634 for OAB.	Another_Study
Publication of MA17 results (similar trial in the extented adjuvant setting with letrozole)	Another_Study
New study with lenalidomide pending	Another_Study
NYU 03-67 reached accrual prior to this study opening.	Another_Study
conflicting study	Another_Study
The study goals were accomplished by a similar study at UAMS. (W.J. Evans)	Another_Study
The 20070201 study was terminated based on evaluation of Palifermin solid tumor data.	Another_Study
Study is replaced by MI-CP198 per CPM.	Another_Study
Similar study completed.	Another_Study
similar large study planned by NHLBI	Another_Study
Study is replaced by MI-CP198 per CPM.	Another_Study
Recent abstract publication questioning the need for our study	Another_Study
"During routine safety review of Studies U2970g and U2971g, the Data Monitoring Committee recommended that enrollment in this extension trial be terminated"""	Another_Study
Consenting participants entered tenofovir/emtricitabine oral prophylaxis trial	Another_Study
Request for early termination is based on a competing study OHSU is participating in	Another_Study
The study was terminated due to results in another study (NCT00878501).	Another_Study
"inconclusive results, market feasiblity"""	Negative
Change the sample size due to smaller variance than expected	Negative
No funding and data was not appropriate to consider continuing.	Negative
"slow enrollment , interim analysis conducted."""	Negative
Slowly recruitment rate. Intermediate analysis	Negative
Higher incidence of hospitalization for congestive heart failure in pioglitazone-treated subjects compared to glyburide treated subjects.	Negative
Interim analysis showed greater variablility in NT-proBNP findings than anticipated.	Negative
"Significant discrepancies between KOH and mycological culture results, and a lower than expected mycological cure rate"""	Negative
The study was prematurely interrupted because patients randomized to CPAP reached the endpoint quicker than anticipated in the protocol	Negative
Comflicting interim data	Negative
"Enrollment suspended based upon interim analysis; subjects allowed to stay on study until disease progression."	Negative
Modified dose schedule presented no advantage over previously studied schedule	Negative
Enrollment was stopped based on the Data Monitoring Committee's recommendation.	Negative
This study was terminated at the recommendation of an independent Data Monitoring Committee. The decision was not based on any safety concerns.	Negative
questions of the benefit efficacy/risks of ddI during the meal not resolved	Negative
Overall profile of the compound does not offer significant clinical advantage to patients over currently available lipid lowering agents	Negative
interim analysis found no difference in LB rate and lower than expected event rate	Negative
Interim analysis showed more LCFs in one of the treatment arms	Negative
The study was terminated after the planned interim analysis.	Negative
opposite result	Negative
Overall profile of the compound does not offer significant clinical advantage to patients over currently available lipid lowering agents	Negative
"A planned interim analysis was performed after approx. 240 subjects completed the trial. The study was stopped, as permitted by protocol, after the analysis."""	Negative
Review Board stopped the study after interim analysis reaching stopping rule for efficacy.	Negative
Data Safety Monitoring Committee decision	Negative
The overall profile does not support development for obesity	Negative
Study terminated per recommendation of Data Review Team	Negative
Greater differences between randomized patients than previously anticipated	Negative
The results obtained 1 year after surgery were clearly indicative of the outcome and the investigators decided to terminate follow-up at that point.	Negative
Overall profile of the compound does not offer significant clinical advantage to patients over currently available lipid lowering agents	Negative
"Based on the outcome of the planned first interim analysis, it was decided not to continue the trial. No safety concerns were identified."""	Negative
"DSMB review at 50% recruitment, further recruitment unlikely to change result"""	Negative
The results from the interim analysis were not favorable to continue this trial.	Negative
"We believe regional anesth better for TKR,90% patients got epidural. Last year we started spinal morphine one shot, and found it very promissing."""	Negative
Voluntarily terminated based on preliminary non-clinical findings.	Negative
Overall profile of the compound does not offer significant clinical advantage to patients over currently available lipid lowering agents	Negative
Overall profile of the compound does not offer significant clinical advantage to patients over currently available lipid lowering agents	Negative
"Independent steering committee has stopped the trial based on results of a prespecified, blinded interim analysis. It was not stopped due to safety concerns."""	Negative
The overall profile does not support development for obesity	Negative
Unexpectedely high rates of treatment-failure	Negative
Due to the results of interim analysis at the time 44 patients were recruited.	Negative
Study terminated as a result of interim analysis not meeting predetermined criteria.	Negative
Accrual and treatment with CG1940/CG8711 stopped due to IDMC recommendation.	Negative
DSMB	Negative
Concerns regarding neonatal data	Negative
Experimental results were unsatisfatory compared with control.	Negative
Executive committee determined to close study after interim analysis.	Negative
Ventricular rate during AF in CRT-patients much lower than expected	Negative
DSMB	Negative
Enrollment was stopped based on the Data Monitoring Committee's recommendation.	Negative
performance variability	Negative
following DSMB recommandation.	Negative
Study was stopped following interim analysis.	Negative
intermediate analysis	Negative
Study terminated based on DSMB recommendation in December 2006	Negative
The overall profile does not support development for obesity	Negative
The overall profile does not support development for obesity	Negative
Based on Independent Data Monitoring Committee (IDMC) recommendation.	Negative
Early stopping rule	Negative
per Data Monitoring Committee recommendation	Negative
Unplanned interim analysis by DSMB indicated possible reduced response rate with the addition of Ca/Mg in pooled population. Further analysis pending.	Negative
Reached early stopping rule.	Negative
was terminated due to meeting a priori stopping rule set by DSMB	Negative
The overall profile does not support development for obesity	Negative
AG-1749 superior to Gefarnate in ulcer prevention	Negative
Non-safety related business decision to combine special population protocols	Business_Administrative
Company restructured and protocol restructured. Resubmitted with IDE approval under new company name-Exalenz	Business_Administrative
Celgene unable to continue funds.	Business_Administrative
manufacturer could not finance the study	Business_Administrative
Financial concerns with device manufacturer.	Business_Administrative
"Funding was inadequate to continue; Companies requested closure."	Business_Administrative
In light of the company's current financial position we have indefinately suspended the Rheo-AMD trial.	Business_Administrative
Company decision to withdraw product from the market and terminate development initiatives due to potential device failures.	Business_Administrative
Lack of efficacy/Manufacturer stopping drug development	Business_Administrative
"Slow recruitment, investigators not wishing to continue with randomisation and a decision to rationalise this product from the Sponsors portfolio."""	Business_Administrative
Business considerations in light of slow enrollment.	Business_Administrative
Study was terminated due to lack of enrollment and businesss decisions.	Business_Administrative
"Study terminated on Nov 7, 2008 as a result of poor recruitment and changes in business priorities. The decision was not based on safety concerns."""	Business_Administrative
"Drug sold to Sanofi-Aventis who sold it to GSK; OBS no longer owns study and does not have data."	Business_Administrative
We can't obtained the test drug (Vadenafil) from Bayer. They decided not to carry out this trail in Taiwan. Therefore this trail has never been started.	Business_Administrative
We were unable to receive IVIG free from phamaceutical company.	Business_Administrative
"Study closed Nov 2000 by Amgen, who stopped drug delivery"""	Business_Administrative
Unable to renegotiate an expired contract w/sponsor providing study med	Business_Administrative
Withdrawn as the clinical development of ATN-224 was terminated by the drug company who was providing ATN-224 for the study	Business_Administrative
Corporate decision to discontinue distribution of MJS Knee.	Business_Administrative
Termination is due to a combination of a device defect potentially impacting the quality of the AD 923 IMP and a major change in corporate strategy.	Business_Administrative
"Sponsor business decision, not based on safety or efficacy data"""	Business_Administrative
"Sponsor business decision, not based on safety or efficacy data."""	Business_Administrative
The termination of the study is not linked to a product recall or result of any safety signal. Rather it was sponsor's commercial decision to withdraw the MA	Business_Administrative
The study was stopped by the sponsor based on a non-safety related business priority decision.	Business_Administrative
The termination of the study is not linked to a product recall or result of any safety signal. Rather it was sponsor's commercial decision to withdraw the MA	Business_Administrative
Withdrawal of pharmaceutical support from Novartis	Business_Administrative
Strategic reasons: Sponsor seeks oncology partner to explore Prolarix potential	Business_Administrative
This study was stopped by the sponsor before enrollment based on a non-safety related corporate decision.	Business_Administrative
The termination of the study is not linked to a product recall or result of any safety signal. Rather it was sponsor's commercial decision to withdraw the MA	Business_Administrative
This study was stopped by the sponsor based on a non-safety related corporate decision	Business_Administrative
"Due to portfolio and logistical issues, this study will not be re-started at the present time. The study is not being terminated for safety reasons."""	Business_Administrative
This study has been terminated early as the esreboxetine development program is being discontinued. There are no safety or efficacy concerns.	Business_Administrative
This study has been terminated early as the esreboxetine development program is being discontinued. There are no safety or efficacy concerns.	Business_Administrative
"Company decision to discontinue the AVE1642 development program, not due to any safety or efficacy concerns"""	Business_Administrative
Corporate reasons unrelated to safety and efficacy	Business_Administrative
Corporate reasons unrelated to safety and efficacy	Business_Administrative
"Business Decision; No Safety Or Efficacy Concerns."	Business_Administrative
The premature end of this trial was a business decision and not due to safety or efficacy concerns of the compounds.	Business_Administrative
Strategic decision unrelated to safety or efficacy	Business_Administrative
Strategic decision unrelated to safety or efficacy	Business_Administrative
This study has been cancelled as the esreboxetine development program is being discontinued. Safety and efficacy were not factors.	Business_Administrative
Business Objectives Have Changed	Business_Administrative
Celgene terminated its collaboration agreement with MethylGene for the development of MGCD0103. All Celgene-sponsored trials with MGCD0103 will be closed.	Business_Administrative
"Study was stopped shortly after initiation due to change in strategic direction of the company; no safety concerns were observed that impacted this decision."	Business_Administrative
Withdrawn prior to recruitment for business reasons.	Business_Administrative
Business decision. No patients were enrolled	Business_Administrative
Market dynamics including other technologies made the project not viable.	Business_Administrative
"No Patients enrolled, business objectives have changed"""	Business_Administrative
Business Reasons	Business_Administrative
Business decision	Business_Administrative
"Study Terminated - No enrollment, business decision."""	Business_Administrative
"Decision made by B&amp;L to cancel the study, no subjects enrolled."""	Business_Administrative
Change in company direction	Business_Administrative
Company decision.	Business_Administrative
Corporate decision	Business_Administrative
"Business decision brand strategy; no patients enrolled"	Business_Administrative
The development program has been terminated	Business_Administrative
Termininated for business reasons	Business_Administrative
This study was stopped 29OCT2009 due to strategic drug development considerations.	Business_Administrative
Business decision	Business_Administrative
"change in development plan, not due to safety concerns."""	Business_Administrative
OBI business decision not to complete any additional research in HIV.	Business_Administrative
Commercial decision to discontinue the study	Business_Administrative
"Due to business considerations; not due to toxicities or adverse events."	Business_Administrative
The company which holds the patent was not interested.	Business_Administrative
Business Reasons	Business_Administrative
Withdrawn as trial was never activated by SuperGen	Business_Administrative
Company decision to halt study	Business_Administrative
"Medtronic acquisition of Restore Medical, business decision"""	Business_Administrative
The Clinical Development Program for MGCD0103 is being re-evaluated	Business_Administrative
The development program has been terminated	Business_Administrative
FlowMedica was purchased by AngioDynamics. Study will be re-started by AngioDynamics.	Business_Administrative
Business reasons	Business_Administrative
company focus on other projects	Business_Administrative
Business Reasons	Business_Administrative
"This study was terminated in November 2008 due to &quot;a business decision (resources)&quot;."	Business_Administrative
Study withdrawn due to business decisions. No subjects were treated.	Business_Administrative
Study withdrawn prior to enrollment due to AZ business decision unrelated to safety.	Business_Administrative
Strategic Business Decision	Business_Administrative
"AMAG not continuing with Combidex, the study drug"""	Business_Administrative
The development program has been terminated	Business_Administrative
Business Reasons	Business_Administrative
Boston Scientific has decided to close the Study.	Business_Administrative
Business decision	Business_Administrative
"This protocol was terminated not for safety reasons, but because Pfizer decided to return the worldwide rights for Exubera to Nektar, on 18 October 2007."""	Business_Administrative
Corporate re-prioritization	Business_Administrative
the company does not want toproceed yet with the study	Business_Administrative
For business reasons	Business_Administrative
AOI Pharma is reassessing the development strategy for perifosine.	Business_Administrative
Company Decision	Business_Administrative
Business Objectives Changed	Business_Administrative
Change in company strategy	Business_Administrative
Strategic company decision	Business_Administrative
Study was withdrawn due to a business decision.	Business_Administrative
The development program has been terminated	Business_Administrative
The study was not started due to a re-evaluation of the istaroxime development program	Business_Administrative
Internal Business Decision	Business_Administrative
Myriad has discontinued the development of Flurizan.	Business_Administrative
Business Reasons	Business_Administrative
GSK decision	Business_Administrative
Corporate decision	Business_Administrative
Senior managemnt decision	Business_Administrative
Decision was taken by Wyeth Sr. Management to early terminate the 3100N7-210 study (terminate enrollment but complete follow-up).	Business_Administrative
The study was not started due to a re-evaluation of the istaroxime development program	Business_Administrative
For business reasons	Business_Administrative
Portfolio consolidation.	Business_Administrative
Company decision.	Business_Administrative
Discontinued PB127 development program for business reasons	Business_Administrative
Study withdrawn because of internal business reasons not related to patient safety	Business_Administrative
The development program has been terminated	Business_Administrative
Senior management decision	Business_Administrative
Pfizer has terminated the execution of this protocol	Business_Administrative
business reasons	Business_Administrative
Corporate decision	Business_Administrative
Management decision not to conduct an additional efficacy study.	Business_Administrative
Study was withdrawn prior to patient dosing based on a business decision.	Business_Administrative
For Strategic Reasons	Business_Administrative
The development program has been terminated	Business_Administrative
Myriad has discontinued the development of Flurizan.	Business_Administrative
Business Decision	Business_Administrative
Development of this compound was discontinued.	Business_Administrative
Research and Development priorities were re-assessed.	Business_Administrative
Business objectives changed.	Business_Administrative
Business Decision	Business_Administrative
Discontinued PB127 development program for business reasons	Business_Administrative
Company suspended development of product.	Business_Administrative
development of product discontinued	Business_Administrative
Company Decision	Business_Administrative
The development program has been terminated	Business_Administrative
Business Reasons	Business_Administrative
Company decision not to pursue prior to submission	Business_Administrative
The program responsible for recruitment was dismantled in 2006.	Business_Administrative
AOI Pharma is reassessing the development strategy for perifosine.	Business_Administrative
Business Decision	Business_Administrative
Study withdrawn due to business decisions. No subjects were treated.	Business_Administrative
business reasons	Business_Administrative
The study was terminated after Merck Serono had taken the decision not to pursue the development of AS900672-enriched in Ovulation Induction	Business_Administrative
The development program has been terminated	Business_Administrative
Following the termination of development and commercialization agreement for S-1 with Taiho Pharmaceutical	Business_Administrative
A decision was made to discontinue the study due to a change in the strategic direction of the company.	Business_Administrative
Company strategic decision	Business_Administrative
Business Reasons	Business_Administrative
This study not get the approval by the drug company	Business_Administrative
Company decision. Non-safety related	Business_Administrative
"The study was terminated on June 25th, 2009 due to strategic decision"""	Business_Administrative
Program Development discontinued	Business_Administrative
Sanofi-Aventis wanted the study terminated.	Business_Administrative
Business Objectives Changed	Business_Administrative
Due to changes in portofolio review	Business_Administrative
Business reasons	Business_Administrative
Business Decision	Business_Administrative
GeneSearch_Š— BLN Assay has been voluntarily withdrawn from the US market.	Business_Administrative
This study was withdrawn due to business reasons.	Business_Administrative
"Study has been halted after completing Stage 1, for corporate reasons. No future patients will be enrolled or treated."""	Business_Administrative
Product no longer will be developed by Alseres.	Business_Administrative
The development program has been terminated	Business_Administrative
The study was stopped due to business/operational issues.	Business_Administrative
The development program has been terminated	Business_Administrative
Development program terminated.	Business_Administrative
terminated due to corporate transaction.	Business_Administrative
Company Decision	Business_Administrative
Business Reasons	Business_Administrative
business reasons	Business_Administrative
"Study was terminated for commercial reasons, no patients were enrolled"""	Business_Administrative
Restructuring and refocus of company.	Business_Administrative
Business decision	Business_Administrative
Sponsoring company ceased business operations	Business_Administrative
The development program has been terminated	Business_Administrative
Business decision to end program	Business_Administrative
Management Decision	Business_Administrative
Company decision to not fund further development of women's health new drug development programs.	Business_Administrative
company focus on other projects	Business_Administrative
Business reasons	Business_Administrative
"Company business decision, IDE closed, no commercialization planned"""	Business_Administrative
Business reasons	Business_Administrative
AstraZeneca has discontinued the development of AZD0530. No new AstraZeneca-sponsored clinical studies will be initiated..	Business_Administrative
This study was terminated at the request of the drug manufacturer.	Business_Administrative
Celgene terminated its collaboration agreement with MethylGene for the development of MGCD0103. All Celgene-sponsored trials with MGCD0103 with be closed.	Business_Administrative
No safety signals were noted. The study was stopped because it was no longer consistent with the company's scientific and strategic focus.	Business_Administrative
Business Decision	Business_Administrative
Discontinued PB127 development program for business reasons	Business_Administrative
The development program has been terminated	Business_Administrative
Strategic business decision not to pursue indication due to lack of demonstrable medical need	Business_Administrative
The development program has been terminated	Business_Administrative
"AOI Pharmaceuticals, Inc. decided to terminate the license agreement. No further clinical development by AOI Pharmaceuticals, Inc. will be pursued."""	Business_Administrative
GeneSearch_Š— BLN Assay has been voluntarily withdrawn from the US market.	Business_Administrative
Business Objectives Changed	Business_Administrative
Business decision to stop the program	Business_Administrative
Because of a strategic decision by Novartis	Business_Administrative
