text	label
Replaced with ongoing study	Another_Study
We are awaiting publication of the Erythropoietin in Acute Ischemic Stroke Study(NCT00604630).	Another_Study
Due to recent findings relating MRI contrast to nephrogenic systemic fibrosis	Another_Study
Terminated due to awaiting data from Phase II study.	Another_Study
competitor study about to start	Another_Study
Withdrawn as was replaced by another study	Another_Study
Competing study was started.	Another_Study
Based on preliminary parent study results	Another_Study
The required results were obtained through alternate methodology	Another_Study
In order to join forces with another study already running which aims to answer the same question.	Another_Study
This study will not be conducted. A new study is replacing this one.	Another_Study
We found out that there is another study on the same issue	Another_Study
Additional research	Another_Study
"Terminated to focus on comparable trial, CLOMDS02507"""	Another_Study
"Treatment with thymic shielding found safe, another study started."""	Another_Study
Subsequent data generated by our collaborators have shown efficacy with curcumin and quercetin in 5 patients in a non placebo controlled trial.	Another_Study
New information suggested a more effective treatment protocol.	Another_Study
"On the basis of published results of SMART study, it has been observed that the results are worse in patients who have interrupted their treatments."""	Another_Study
Replacing this trial with a new trial.	Another_Study
The study was incorporated in another study.	Another_Study
Replaced with another study	Another_Study
The study was stopped due to a non-clinical safety finding.	Another_Study
"After IELSG25A study amendment, patients subject of the present study were eligible for inclusion in the IELSG25A study"""	Another_Study
Protocol closed based on new (and as yet unpublished) information from a phase II clinical trial.	Another_Study
Replaced with another study	Another_Study
"Terminated in lieu of similar,competing large, multi-site study."""	Another_Study
"Unfortunately, other Phase III clinical Study (GEM+S-1 vs GEM vs S-1) have been started in Japan."""	Another_Study
Study stopped as it would not address important survival concerns raised in other recently conducted clinical studies.	Another_Study
Competing studies	Another_Study
Transitioned into a national study through ECOG	Another_Study
Created Extension study	Another_Study
Further evaluation of phase I dosing	Another_Study
The study was stopped since the superiority of intravenous omeprazole to ranitidine has already been proven by recent other studies.	Another_Study
was replaced by an other study	Another_Study
Replacing this trial with a new trial.	Another_Study
Study was combined with Mayo protocol 07-003476	Another_Study
The trial was stopped based on information from the global phase 3 studies.	Another_Study
Due to existing evidence eligible patients receive CRT treatment in first place	Another_Study
Early Phase I study of [123I]MNI-340 did not evidence as marker of disease	Another_Study
The present study was joining 2005-41-4933 into one study	Another_Study
PK portion will be included in a future protocol	Another_Study
Scientific data called into question the viability of the substance class	Another_Study
"Considered not necessary to continue with this trial; recommended dose was reached in other phase I trials"	Another_Study
Alternate study projected to assess imaging endpoints versus clinical endpoints.	Another_Study
program discontinued based on GIPF-007 results	Another_Study
Merged with the study NCT00307268	Another_Study
"The study was stopped, as the another multicentre-RCT on the same patients started."""	Another_Study
DSPD focussing on Study 301 to confirm clinical profile before proceeding.	Another_Study
Based upon preliminary safety and efficacy results from a similar study.	Another_Study
Protocol 1634 (UI) and 1635 (UF) were combined into one protocol 1634 for OAB. Subject enrolled under 1635 will be followed under 1634 for OAB.	Another_Study
Publication of MA17 results (similar trial in the extented adjuvant setting with letrozole)	Another_Study
New study with lenalidomide pending	Another_Study
NYU 03-67 reached accrual prior to this study opening.	Another_Study
conflicting study	Another_Study
The study goals were accomplished by a similar study at UAMS. (W.J. Evans)	Another_Study
The 20070201 study was terminated based on evaluation of Palifermin solid tumor data.	Another_Study
Study is replaced by MI-CP198 per CPM.	Another_Study
Similar study completed.	Another_Study
similar large study planned by NHLBI	Another_Study
Study is replaced by MI-CP198 per CPM.	Another_Study
Recent abstract publication questioning the need for our study	Another_Study
"During routine safety review of Studies U2970g and U2971g, the Data Monitoring Committee recommended that enrollment in this extension trial be terminated"""	Another_Study
Consenting participants entered tenofovir/emtricitabine oral prophylaxis trial	Another_Study
Request for early termination is based on a competing study OHSU is participating in	Another_Study
The study was terminated due to results in another study (NCT00878501).	Another_Study
Novartis decided to terminate based on strategic and administrative reasons.	Business_Administrative
Company decision has been taken in light of recent demands by certain national health authorities	Business_Administrative
Company decision taken in light of demands by certain national health authorities	Business_Administrative
Company decision taken in light of demands by certain national health authorities	Business_Administrative
Company decision taken in light of demands by certain national health authorities	Business_Administrative
Company decision has been taken in light of recent demands by certain national health authorities	Business_Administrative
Company decision taken in light of demands by certain national health authorities	Business_Administrative
Company decision taken in light of demands by certain national health authorities	Business_Administrative
Company decision taken in light of demands by certain national health authorities	Business_Administrative
Company decision has been taken in light of recent demands by certain national health authorities	Business_Administrative
Company decision taken in light of demands by certain national health authorities	Business_Administrative
Company decision taken in light of demands by certain national health authorities	Business_Administrative
Company decision has been taken in light of recent demands by certain national health authorities	Business_Administrative
Company decision taken in light of demands by certain national health authorities	Business_Administrative
Company decision taken in light of demands by certain national health authorities	Business_Administrative
Company decision taken in light of demands by certain national health authorities	Business_Administrative
Company decision taken in light of demands by certain national health authorities	Business_Administrative
Need amendments in application process and require IBD number from FDA	Business_Administrative
This study was terminated for administrative reasons. The dose ranging plan for the program was revised.	Business_Administrative
"This study was withdrawn for administrative reasons. The dose ranging plan for the program was revised&quot;."	Business_Administrative
Due to the achievement of minimum required sample size and new changes in local regulations.	Business_Administrative
inability to recruit due to administrative difficulties at the site	Business_Administrative
"Beacuse of unexpected administrative barriers, only 5 cases were enrolled in a year."""	Business_Administrative
Recruitment and organizational difficulties	Business_Administrative
"because of unexpected administrative barrier, it was very difficult to enroll case."""	Business_Administrative
"principle investigator moved, new investigators will join, insurance expired - project needs to be re-examined by an ethic committee"""	Business_Administrative
The study has ceased recruiting as Ethics approval has lapsed and the investigator availability reduced.	Business_Administrative
Due to the achievement of minimum required sample size and new changes in local regulations.	Business_Administrative
FDA Hold May 2007	Business_Administrative
No documentation with MHRA to support clinical trial of a medicinal product.	Business_Administrative
Withdrawn because of lack of aprovement from local medical authorities	Business_Administrative
Didn't receive IND exemption. PI withdrew rather than reapply to FDA. No patients enrolled.	Business_Administrative
Reorganization of personnel forced termination.	Business_Administrative
"The decision to terminate was for administrative reasons; there were no safety or efficacy concerns."	Business_Administrative
"Terminated for site documentation and monitoring issues - not safety, study drug, or adverse event issues."""	Business_Administrative
Terms for legal agreements between institution and Sponsor could not be made.	Business_Administrative
Unable to complete a contract with the Sponsor.	Business_Administrative
because of the presence of unexpected administrative barrier to interfere the collection of case	Business_Administrative
Administrative	Business_Administrative
Withdrawn for administrative reasons	Business_Administrative
Administrative	Business_Administrative
"Study was closed due to administrative reasons; study did not enroll any participants."	Business_Administrative
Protocol approval expired	Business_Administrative
administrative reasons	Business_Administrative
Administrative	Business_Administrative
Administrative	Business_Administrative
IMP expired prior to completion of recruitment	Business_Administrative
Recruitment on hold until IRB review completed	Business_Administrative
withdrawn due to contractual issues	Business_Administrative
"The study was prematurely discontinued due to administrative reasons on August 18, 2003. There were no safety concerns that led to the decision to terminate."""	Business_Administrative
Expired IRB approval	Business_Administrative
Collaboration could not be established	Business_Administrative
Administrative	Business_Administrative
administrative reasons	Business_Administrative
"Health Canada Approval date reached, no extension applied for"""	Business_Administrative
Contractual issues	Business_Administrative
Withdrawn due to inability to reach an acceptable agreement with industry sponsor	Business_Administrative
Administrative reasons	Business_Administrative
Administrative	Business_Administrative
As Continuing Review application to IRB was not submitted on time	Business_Administrative
After 190 weeks [7 patients left] it was terminated for administrative reasons	Business_Administrative
Withdrawn for administrative reasons	Business_Administrative
Difficulties in the organisation	Business_Administrative
The study is being discontinued due to administrative reasons that are unrelated to safety	Business_Administrative
Suspended patient enrollment due to an ongoing dispute with the licensor.	Business_Administrative
Administrative suspension	Business_Administrative
The study was started before the official request for protocol registration	Business_Administrative
Terminated due to a patent legal settlement	Business_Administrative
Hiatus for administrative reasons.	Business_Administrative
Administrative	Business_Administrative
No agreement between investigator and sponsor	Business_Administrative
unable to obtain contract with sponsor	Business_Administrative
Facet no longer has ownership of ularitide.	Business_Administrative
Administrative	Business_Administrative
contract issues	Business_Administrative
for administrative reasons	Business_Administrative
terminated due to administrative reasons.	Business_Administrative
Interruption of business relations between Study Sponsor and Device Manufacturer	Business_Administrative
"Enrollment temporarily suspended to prepare grant; need IRB reapproval"	Business_Administrative
Administrative	Business_Administrative
Administrative	Business_Administrative
Administrative	Business_Administrative
Non-safety related business decision to combine special population protocols	Business_Administrative
Company restructured and protocol restructured. Resubmitted with IDE approval under new company name-Exalenz	Business_Administrative
Celgene unable to continue funds.	Business_Administrative
manufacturer could not finance the study	Business_Administrative
Financial concerns with device manufacturer.	Business_Administrative
"Funding was inadequate to continue; Companies requested closure."	Business_Administrative
In light of the company's current financial position we have indefinately suspended the Rheo-AMD trial.	Business_Administrative
Company decision to withdraw product from the market and terminate development initiatives due to potential device failures.	Business_Administrative
Lack of efficacy/Manufacturer stopping drug development	Business_Administrative
"Slow recruitment, investigators not wishing to continue with randomisation and a decision to rationalise this product from the Sponsors portfolio."""	Business_Administrative
Business considerations in light of slow enrollment.	Business_Administrative
Study was terminated due to lack of enrollment and businesss decisions.	Business_Administrative
"Study terminated on Nov 7, 2008 as a result of poor recruitment and changes in business priorities. The decision was not based on safety concerns."""	Business_Administrative
"Drug sold to Sanofi-Aventis who sold it to GSK; OBS no longer owns study and does not have data."	Business_Administrative
We can't obtained the test drug (Vadenafil) from Bayer. They decided not to carry out this trail in Taiwan. Therefore this trail has never been started.	Business_Administrative
We were unable to receive IVIG free from phamaceutical company.	Business_Administrative
"Study closed Nov 2000 by Amgen, who stopped drug delivery"""	Business_Administrative
Unable to renegotiate an expired contract w/sponsor providing study med	Business_Administrative
Withdrawn as the clinical development of ATN-224 was terminated by the drug company who was providing ATN-224 for the study	Business_Administrative
Corporate decision to discontinue distribution of MJS Knee.	Business_Administrative
Termination is due to a combination of a device defect potentially impacting the quality of the AD 923 IMP and a major change in corporate strategy.	Business_Administrative
"Sponsor business decision, not based on safety or efficacy data"""	Business_Administrative
"Sponsor business decision, not based on safety or efficacy data."""	Business_Administrative
The termination of the study is not linked to a product recall or result of any safety signal. Rather it was sponsor's commercial decision to withdraw the MA	Business_Administrative
The study was stopped by the sponsor based on a non-safety related business priority decision.	Business_Administrative
The termination of the study is not linked to a product recall or result of any safety signal. Rather it was sponsor's commercial decision to withdraw the MA	Business_Administrative
Withdrawal of pharmaceutical support from Novartis	Business_Administrative
This study was stopped by the sponsor before enrollment based on a non-safety related corporate decision.	Business_Administrative
The termination of the study is not linked to a product recall or result of any safety signal. Rather it was sponsor's commercial decision to withdraw the MA	Business_Administrative
This study was stopped by the sponsor based on a non-safety related corporate decision	Business_Administrative
"Due to portfolio and logistical issues, this study will not be re-started at the present time. The study is not being terminated for safety reasons."""	Business_Administrative
This study has been terminated early as the esreboxetine development program is being discontinued. There are no safety or efficacy concerns.	Business_Administrative
This study has been terminated early as the esreboxetine development program is being discontinued. There are no safety or efficacy concerns.	Business_Administrative
"Company decision to discontinue the AVE1642 development program, not due to any safety or efficacy concerns"""	Business_Administrative
Corporate reasons unrelated to safety and efficacy	Business_Administrative
Corporate reasons unrelated to safety and efficacy	Business_Administrative
"Business Decision; No Safety Or Efficacy Concerns."	Business_Administrative
The premature end of this trial was a business decision and not due to safety or efficacy concerns of the compounds.	Business_Administrative
Strategic decision unrelated to safety or efficacy	Business_Administrative
Strategic decision unrelated to safety or efficacy	Business_Administrative
This study has been cancelled as the esreboxetine development program is being discontinued. Safety and efficacy were not factors.	Business_Administrative
Business Objectives Have Changed	Business_Administrative
Celgene terminated its collaboration agreement with MethylGene for the development of MGCD0103. All Celgene-sponsored trials with MGCD0103 will be closed.	Business_Administrative
"Study was stopped shortly after initiation due to change in strategic direction of the company; no safety concerns were observed that impacted this decision."	Business_Administrative
Withdrawn prior to recruitment for business reasons.	Business_Administrative
Business decision. No patients were enrolled	Business_Administrative
Market dynamics including other technologies made the project not viable.	Business_Administrative
"No Patients enrolled, business objectives have changed"""	Business_Administrative
Business Reasons	Business_Administrative
Business decision	Business_Administrative
"Study Terminated - No enrollment, business decision."""	Business_Administrative
"Decision made by B&amp;L to cancel the study, no subjects enrolled."""	Business_Administrative
Change in company direction	Business_Administrative
Company decision.	Business_Administrative
Corporate decision	Business_Administrative
The development program has been terminated	Business_Administrative
Termininated for business reasons	Business_Administrative
This study was stopped 29OCT2009 due to strategic drug development considerations.	Business_Administrative
Business decision	Business_Administrative
"change in development plan, not due to safety concerns."""	Business_Administrative
OBI business decision not to complete any additional research in HIV.	Business_Administrative
Commercial decision to discontinue the study	Business_Administrative
"Due to business considerations; not due to toxicities or adverse events."	Business_Administrative
Business Reasons	Business_Administrative
Withdrawn as trial was never activated by SuperGen	Business_Administrative
Company decision to halt study	Business_Administrative
"Medtronic acquisition of Restore Medical, business decision"""	Business_Administrative
The Clinical Development Program for MGCD0103 is being re-evaluated	Business_Administrative
The development program has been terminated	Business_Administrative
FlowMedica was purchased by AngioDynamics. Study will be re-started by AngioDynamics.	Business_Administrative
Business reasons	Business_Administrative
company focus on other projects	Business_Administrative
Business Reasons	Business_Administrative
"This study was terminated in November 2008 due to &quot;a business decision (resources)&quot;."	Business_Administrative
Study withdrawn due to business decisions. No subjects were treated.	Business_Administrative
Study withdrawn prior to enrollment due to AZ business decision unrelated to safety.	Business_Administrative
Strategic Business Decision	Business_Administrative
"AMAG not continuing with Combidex, the study drug"""	Business_Administrative
The development program has been terminated	Business_Administrative
Business Reasons	Business_Administrative
Boston Scientific has decided to close the Study.	Business_Administrative
Business decision	Business_Administrative
"This protocol was terminated not for safety reasons, but because Pfizer decided to return the worldwide rights for Exubera to Nektar, on 18 October 2007."""	Business_Administrative
Corporate re-prioritization	Business_Administrative
the company does not want toproceed yet with the study	Business_Administrative
For business reasons	Business_Administrative
AOI Pharma is reassessing the development strategy for perifosine.	Business_Administrative
Company Decision	Business_Administrative
Business Objectives Changed	Business_Administrative
Change in company strategy	Business_Administrative
Strategic company decision	Business_Administrative
Study was withdrawn due to a business decision.	Business_Administrative
The development program has been terminated	Business_Administrative
The study was not started due to a re-evaluation of the istaroxime development program	Business_Administrative
Internal Business Decision	Business_Administrative
Myriad has discontinued the development of Flurizan.	Business_Administrative
Business Reasons	Business_Administrative
GSK decision	Business_Administrative
Corporate decision	Business_Administrative
Senior managemnt decision	Business_Administrative
Decision was taken by Wyeth Sr. Management to early terminate the 3100N7-210 study (terminate enrollment but complete follow-up).	Business_Administrative
The study was not started due to a re-evaluation of the istaroxime development program	Business_Administrative
For business reasons	Business_Administrative
Portfolio consolidation.	Business_Administrative
Company decision.	Business_Administrative
Discontinued PB127 development program for business reasons	Business_Administrative
Study withdrawn because of internal business reasons not related to patient safety	Business_Administrative
The development program has been terminated	Business_Administrative
Senior management decision	Business_Administrative
Pfizer has terminated the execution of this protocol	Business_Administrative
business reasons	Business_Administrative
Corporate decision	Business_Administrative
Management decision not to conduct an additional efficacy study.	Business_Administrative
Study was withdrawn prior to patient dosing based on a business decision.	Business_Administrative
For Strategic Reasons	Business_Administrative
The development program has been terminated	Business_Administrative
Myriad has discontinued the development of Flurizan.	Business_Administrative
Business Decision	Business_Administrative
Development of this compound was discontinued.	Business_Administrative
Research and Development priorities were re-assessed.	Business_Administrative
Business objectives changed.	Business_Administrative
Business Decision	Business_Administrative
Discontinued PB127 development program for business reasons	Business_Administrative
Company suspended development of product.	Business_Administrative
development of product discontinued	Business_Administrative
Company Decision	Business_Administrative
The development program has been terminated	Business_Administrative
Business Reasons	Business_Administrative
Company decision not to pursue prior to submission	Business_Administrative
The program responsible for recruitment was dismantled in 2006.	Business_Administrative
AOI Pharma is reassessing the development strategy for perifosine.	Business_Administrative
Business Decision	Business_Administrative
Study withdrawn due to business decisions. No subjects were treated.	Business_Administrative
business reasons	Business_Administrative
The study was terminated after Merck Serono had taken the decision not to pursue the development of AS900672-enriched in Ovulation Induction	Business_Administrative
The development program has been terminated	Business_Administrative
Following the termination of development and commercialization agreement for S-1 with Taiho Pharmaceutical	Business_Administrative
A decision was made to discontinue the study due to a change in the strategic direction of the company.	Business_Administrative
Company strategic decision	Business_Administrative
Business Reasons	Business_Administrative
This study not get the approval by the drug company	Business_Administrative
Company decision. Non-safety related	Business_Administrative
"The study was terminated on June 25th, 2009 due to strategic decision"""	Business_Administrative
Program Development discontinued	Business_Administrative
Sanofi-Aventis wanted the study terminated.	Business_Administrative
Business Objectives Changed	Business_Administrative
Due to changes in portofolio review	Business_Administrative
Business reasons	Business_Administrative
Business Decision	Business_Administrative
GeneSearch_äó BLN Assay has been voluntarily withdrawn from the US market.	Business_Administrative
This study was withdrawn due to business reasons.	Business_Administrative
"Study has been halted after completing Stage 1, for corporate reasons. No future patients will be enrolled or treated."""	Business_Administrative
Product no longer will be developed by Alseres.	Business_Administrative
The development program has been terminated	Business_Administrative
The study was stopped due to business/operational issues.	Business_Administrative
The development program has been terminated	Business_Administrative
Development program terminated.	Business_Administrative
terminated due to corporate transaction.	Business_Administrative
Company Decision	Business_Administrative
Business Reasons	Business_Administrative
business reasons	Business_Administrative
"Study was terminated for commercial reasons, no patients were enrolled"""	Business_Administrative
Restructuring and refocus of company.	Business_Administrative
Business decision	Business_Administrative
Sponsoring company ceased business operations	Business_Administrative
The development program has been terminated	Business_Administrative
Business decision to end program	Business_Administrative
Management Decision	Business_Administrative
Company decision to not fund further development of women's health new drug development programs.	Business_Administrative
company focus on other projects	Business_Administrative
Business reasons	Business_Administrative
"Company business decision, IDE closed, no commercialization planned"""	Business_Administrative
Business reasons	Business_Administrative
AstraZeneca has discontinued the development of AZD0530. No new AstraZeneca-sponsored clinical studies will be initiated..	Business_Administrative
This study was terminated at the request of the drug manufacturer.	Business_Administrative
Celgene terminated its collaboration agreement with MethylGene for the development of MGCD0103. All Celgene-sponsored trials with MGCD0103 with be closed.	Business_Administrative
No safety signals were noted. The study was stopped because it was no longer consistent with the company's scientific and strategic focus.	Business_Administrative
Business Decision	Business_Administrative
Discontinued PB127 development program for business reasons	Business_Administrative
The development program has been terminated	Business_Administrative
Strategic business decision not to pursue indication due to lack of demonstrable medical need	Business_Administrative
The development program has been terminated	Business_Administrative
"AOI Pharmaceuticals, Inc. decided to terminate the license agreement. No further clinical development by AOI Pharmaceuticals, Inc. will be pursued."""	Business_Administrative
GeneSearch_äó BLN Assay has been voluntarily withdrawn from the US market.	Business_Administrative
Business Objectives Changed	Business_Administrative
Business decision to stop the program	Business_Administrative
Because of a strategic decision by Novartis	Business_Administrative
Celgene terminated its collaboration agreement with MethylGene for the development of MGCD0103. All Celgene-sponsored trials with MGCD0103 will be closed.	Business_Administrative
Commercial reasons	Business_Administrative
"Insufficient financial support to continue; lack of efficacy"	Business_Administrative
"Withdrawn due to funding, interest, and accrual problems"""	Business_Administrative
"Poor recruitment, poor patient compliance, lack of funding"""	Business_Administrative
because of lack of funding and recruitment problems the study has been closed.	Business_Administrative
Funders withdrew funding due to slow recruitment	Business_Administrative
NO available budget and difficulty in recruiting	Business_Administrative
"difficulties by enrolling patients fundings consumed, no staff could be recruited and payed to continue enrolling patients,"""	Business_Administrative
grant funding ended and lack of sufficient participants to complete trial	Business_Administrative
Recruitment challenges and lack of funding caused an early end to this study	Business_Administrative
"Funding withdrawn; study closed due to lack of accrual."	Business_Administrative
"Funding expired, low recruitment"""	Business_Administrative
Withdrawn for lack of funding and accrual	Business_Administrative
slow accrual and financial resource limitation	Business_Administrative
No study recruitment due to time constraints and lack of support.	Business_Administrative
The CIHR Financial support was withdrawn because of insufficient recruitment	Business_Administrative
Funding withdrawn due to low enrollment	Business_Administrative
Lack of financial support. Study criteria severly limited enrollment.	Business_Administrative
Recruitment was slower than anticipated. Insufficient funding to expand to multi-centered trial.	Business_Administrative
"Lack of patients, lack of funding for analysis"""	Business_Administrative
"PI left institution, study did not continue, funding stopped"""	Business_Administrative
Funding nonavailability and principal investigator move	Business_Administrative
"Collaborator no longer interested, short of funds"""	Business_Administrative
"The Trial could not get permit from Department of Health, Taiwan; Furthermore, no research fund could support the expensive (photosensitizer) photosan"""	Business_Administrative
Incorporating the recommendations of the NIH-formed DSMB in the study procedures would make the project budget over the limit for this funding mechanism.	Business_Administrative
"Lack of study funding &amp; resources"	Business_Administrative
Lack of staff and funding.	Business_Administrative
Withdrawn due to drug availability and funding	Business_Administrative
no research staff and funding support	Business_Administrative
Funding and study drugs unavailable	Business_Administrative
Neurogen acquired by Ligand Pharmaceuticals - no further support for study. No safety concerns identified.	Business_Administrative
Sponsor withdrew funding prior to study initiation	Business_Administrative
Funding withdrawn from study sponsor.	Business_Administrative
funding was withdrawn from Drug company	Business_Administrative
Study was stopped as the sponsor is no longer funding this project	Business_Administrative
Sponsor Decision- Financial Considerations	Business_Administrative
Sponsor Decision- Financial Considerations	Business_Administrative
sponsor funding	Business_Administrative
sponsor funding	Business_Administrative
"To conserve remaining capital, Sponsor decided to terminate the study early."""	Business_Administrative
Sponsor has withdrawn the funding	Business_Administrative
The drug company sponsor has withdrawn support.	Business_Administrative
Pharmaceutical sponsor withdrew financial support.	Business_Administrative
Sponsor decided to terminate the study due to budget consideration	Business_Administrative
Sponsor pulled funding secondary to economy issues	Business_Administrative
Sponsor no longer funding study.	Business_Administrative
Terminated by sponsor due to lack of funding	Business_Administrative
sponsor funding	Business_Administrative
Due to Sponsor's financial reasons	Business_Administrative
Neurogen acquired by Ligand Pharmaceuticals - no further support for the study. No safety concerns identified.	Business_Administrative
The sponsor decided to stop the study prematurely because of financial issues	Business_Administrative
Funding for the CALM-PD Cohort Study was terminated by sponsor.	Business_Administrative
sponsor funding	Business_Administrative
sponsor funding	Business_Administrative
For financial and logistical reasons	Business_Administrative
Lack of funding	Business_Administrative
Insufficient funding	Business_Administrative
Funding ended	Business_Administrative
financial support withdrawn	Business_Administrative
"Study terminated due to halt in funding; may resume recruiting in future"	Business_Administrative
Funding was not recieved	Business_Administrative
Funding was unable to be secured for this study	Business_Administrative
The development program has been terminated	Business_Administrative
Terminated for lack of resources to complete.	Business_Administrative
No funding	Business_Administrative
Funding was never received so no patients were enrolled.	Business_Administrative
Funding was not approved	Business_Administrative
Funding term completed. Final subject accrual for part 3 of study is on hold.	Business_Administrative
Funding unavailable	Business_Administrative
lack of funding	Business_Administrative
unable to obtain funding	Business_Administrative
No resources available	Business_Administrative
Study withdrawn due to budget (personnel) limitations.	Business_Administrative
"Funds for study ended September 30, 2008."""	Business_Administrative
Study closed due to lack of funding	Business_Administrative
Budgetary restrictions	Business_Administrative
Study was terminated due to lack of funding.	Business_Administrative
Negotiations in progress regarding payment for drug.	Business_Administrative
Lack of funding	Business_Administrative
"This study was for National Science Council project. The study was not funded, so the study was withdrawn."""	Business_Administrative
Lack of financial support	Business_Administrative
Lack of funding	Business_Administrative
Lack of funding	Business_Administrative
