normalised_xref_id	normalised_id
MEDGEN:42213	DOID:10718
MONDO:0001103	DOID:10718
ICD11.FOUNDATION:433310499	DOID:10718
DOID:10718	DOID:10718
SNOMEDCT:58265007	DOID:10718
MESH:D005873	DOID:10718
SCTID:10679007	DOID:10718
ICD9CM:007.1	DOID:10718
MESH:D005873	DOID:10718
ICD9:007.1	DOID:10718
MESH:D017565	DOID:13406
MEDGEN:19873	DOID:13406
SCTID:24369008	DOID:13406
SNOMEDCT:187230004	DOID:13406
NCIT:C34997	DOID:13406
MONDO:0001708	DOID:13406
UMLS:C0036205	DOID:13406
NCIT:C34997	DOID:13406
MESH:D017565	DOID:13406
DOID:13406	DOID:13406
SNOMEDCT:24369008	DOID:13406
ICD9:517.8	DOID:13406
ICD10CM:A59	DOID:1947
ICD9CM:131.9	DOID:1947
ICD11.FOUNDATION:1220564554	DOID:1947
ICD9:131.8	DOID:1947
MESH:D014245	DOID:1947
SCTID:56335008	DOID:1947
MONDO:0002154	DOID:1947
ICD9:131	DOID:1947
MESH:D014245	DOID:1947
NCIT:C35720	DOID:1947
ICD9CM:131	DOID:1947
UMLS:C0040921	DOID:1947
MEDGEN:52838	DOID:1947
SNOMEDCT:105648001	DOID:1947
DOID:1947	DOID:1947
NCIT:C35720	DOID:1947
ICD9:131.9	DOID:1947
DOID:7551	DOID:7551
ICD9:098.89	DOID:7551
NCIT:C92950	DOID:7551
SNOMEDCT:187361005	DOID:7551
ICD9:098	DOID:7551
MESH:D006069	DOID:7551
SNOMEDCT:186943001	DOID:7551
ICD9CM:098	DOID:7551
UMLS:C0018081	DOID:7551
MEDGEN:9077	DOID:7551
SCTID:15628003	DOID:7551
MESH:D006069	DOID:7551
SNOMEDCT:15628003	DOID:7551
MONDO:0004277	DOID:7551
ICD9:098.2	DOID:7551
ORDO:100642	DOID:7551
UMLS:C0153203	DOID:7551
NCIT:C92950	DOID:7551
ICD9:098.32	DOID:7551
FBBT:00005566	FBBT:00005566
FBBT:00005670	FBBT:00005670
SNOMEDCT:272515006	GO:0000003
NCIT:C21173	GO:0000003
WIKIPEDIA:Mitosis	GO:0000278
WIKIPEDIA:Ossification	GO:0001503
NCIT:C114345	GO:0002445
WIKIPEDIA:Hypersensitivity	GO:0002524
REACTOME:R-HSA-916855	GO:0003867
WIKIPEDIA:Polysome	GO:0005844
NCIT:C17933	GO:0005975
WIKIPEDIA:Fructose	GO:0006000
WIKIPEDIA:Galactose	GO:0006012
METACYC:P41-PWY	GO:0006090
WIKIPEDIA:Gluconeogenesis	GO:0006094
METACYC:GLYCOLYSIS-VARIANTS	GO:0006096
METACYC:DENOVOPURINE2-PWY	GO:0006164
NCIT:C17961	GO:0006306
MESH:D019175	GO:0006306
NCIT:C16643	GO:0006486
RESID:AA0156	GO:0006487
RESID:AA0327	GO:0006487
RESID:AA0151	GO:0006487
RESID:AA0155	GO:0006493
RESID:AA0157	GO:0006493
RESID:AA0153	GO:0006493
RESID:AA0212	GO:0006493
RESID:AA0154	GO:0006493
WIKIPEDIA:Histidine	GO:0006547
METACYC:SERSYN-PWY	GO:0006564
WIKIPEDIA:Tryptophan	GO:0006568
WIKIPEDIA:Tyrosine	GO:0006570
NCIT:C19405	GO:0006629
METACYC:UBISYN-PWY	GO:0006744
WIKIPEDIA:Biotin	GO:0006768
WIKIPEDIA:Thiamine	GO:0006772
SNOMEDCT:360300001	GO:0006810
WIKIPEDIA:Phagocytosis	GO:0006909
WIKIPEDIA:Apoptosis	GO:0006915
WIKIPEDIA:Inflammation	GO:0006954
SNOMEDCT:23583003	GO:0006954
NCIT:C20151	GO:0006954
SNOMEDCT:257552002	GO:0006954
MESH:D007249	GO:0006954
MESH:D002453	GO:0007049
MESH:D002450	GO:0007154
NCIT:C17133	GO:0007165
MESH:D015398	GO:0007165
SNOMEDCT:38952000	GO:0007165
WIKIPEDIA:Gestation	GO:0007565
NCIT:C16269	GO:0007568
SNOMEDCT:248280005	GO:0007568
OMIM:502000	GO:0007568
MESH:D000375	GO:0007568
WIKIPEDIA:Digestion	GO:0007586
NCIT:C94618	GO:0007588
WIKIPEDIA:Excretion	GO:0007588
WIKIPEDIA:Coagulation	GO:0007596
MESH:D001777	GO:0007596
GO:0007600	GO:0007600
WIKIPEDIA:Perception	GO:0007600
SNOMEDCT:373713005	GO:0007600
MESH:D012677	GO:0007600
SNOMEDCT:311886005	GO:0007601
NCIT:C17257	GO:0007601
MESH:D014796	GO:0007601
WIKIPEDIA:Olfaction	GO:0007608
NCIT:C16326	GO:0007610
MESH:D001519	GO:0007610
GO:0007610	GO:0007610
WIKIPEDIA:Behavior	GO:0007610
WIKIPEDIA:Memory	GO:0007613
MESH:D055705	GO:0008150
GO:0008150	GO:0008150
NCIT:C17828	GO:0008150
MESH:Q000378	GO:0008152
MESH:D008660	GO:0008152
GO:0008152	GO:0008152
WIKIPEDIA:Metabolism	GO:0008152
NCIT:C19536	GO:0008152
MESH:D016923	GO:0008219
NCIT:C18081	GO:0008283
GO:0008283	GO:0008283
MESH:D049109	GO:0008283
WIKIPEDIA:Anabolism	GO:0009058
GO:0009314	GO:0009314
METACYC:4AMINOBUTMETAB-PWY	GO:0009450
WIKIPEDIA:Pollination	GO:0009856
NCIT:C20480	GO:0009987
GO:0010960	GO:0010960
METACYC:PWY-2541	GO:0016126
MESH:D034622	GO:0016246
NCIT:C20153	GO:0016246
WIKIPEDIA:Nociception	GO:0019233
METACYC:PWY-882	GO:0019853
NCIT:C16397	GO:0022402
WIKIPEDIA:Reproduction	GO:0022414
WIKIPEDIA:Erythropoiesis	GO:0030218
NCIT:C73425	GO:0030431
WIKIPEDIA:Sleep	GO:0030431
SNOMEDCT:258158006	GO:0030431
MESH:D012890	GO:0030431
WIKIPEDIA:Ovulation	GO:0030728
NCIT:C21147	GO:0032502
WIKIPEDIA:Secretion	GO:0032940
METACYC:PWY66-341	GO:0033490
MESH:D014945	GO:0042060
WIKIPEDIA:Catecholamines	GO:0042423
WIKIPEDIA:Odontogenesis	GO:0042476
NCIT:C82956	GO:0042476
MESH:D009805	GO:0042476
NCIT:C25989	GO:0042592
WIKIPEDIA:Menopause	GO:0042697
GO:0042747	GO:0042747
GO:0042748	GO:0042748
NCIT:C38627	GO:0044425
NCIT:C34070	GO:0044464
MESH:D014078	GO:0044691
NCIT:C94569	GO:0044691
METACYC:PWY66-368	GO:0046952
WIKIPEDIA:Organogenesis	GO:0048513
GO:0050896	GO:0050896
SNOMEDCT:248237001	GO:0050896
WIKIPEDIA:Taste	GO:0050909
NCIT:C20620	GO:0050909
WIKIPEDIA:Equilibrioception	GO:0050957
MESH:D002455	GO:0051301
WIKIPEDIA:Meiosis	GO:0051321
WIKIPEDIA:Reflex	GO:0060004
WIKIPEDIA:Urination	GO:0060073
SNOMEDCT:28278009	GO:0060073
WIKIPEDIA:Glycosylation	GO:0070085
NCIT:C21034	GO:0070085
MESH:D006031	GO:0070085
MESH:D010974	GO:0070527
SNOMEDCT:60649002	GO:0070527
GO:0072718	GO:0072718
UMLS:C4025900	HP:0000008
ICD10:Q51	HP:0000008
ICD10:R87	HP:0000008
UMLS:C3806583	HP:0000009
SNOMEDCT:398064005	HP:0000011
MEDDRA:10029279	HP:0000011
NCIT:C79696	HP:0000011
UMLS:C0005697	HP:0000011
MEDLINEPLUS:MTHU037120	HP:0000011
MESH:D001750	HP:0000011
DOID:12143	HP:0000011
ICD10:N31	HP:0000011
UMLS:C0149632	HP:0000014
UMLS:C0156273	HP:0000015
NCIT:C50790	HP:0000016
ICD10:R33	HP:0000016
UMLS:C0080274	HP:0000016
UMLS:C0152032	HP:0000019
UMLS:C0042024	HP:0000020
SNOMEDCT:165232002	HP:0000020
NCIT:C78497	HP:0000020
ICD9:788.3	HP:0000020
ICD10:R32	HP:0000020
ICD10:Q55	HP:0000022
UMLS:C4025899	HP:0000022
ICD10:R86	HP:0000022
MEDDRA:10022016	HP:0000023
MEDDRA:10022016	HP:0000023
SNOMEDCT:396232000	HP:0000023
UMLS:C0019294	HP:0000023
MESH:D006552	HP:0000023
ICD10:K40	HP:0000023
UMLS:C0004509	HP:0000027
UMLS:C0156312	HP:0000029
UMLS:C0014534	HP:0000031
UMLS:C0266423	HP:0000035
UMLS:C0238395	HP:0000037
UMLS:C3489396	HP:0000044
UMLS:C0271623	HP:0000044
UMLS:C0431659	HP:0000046
UMLS:C1858539	HP:0000049
UMLS:C4551492	HP:0000054
UMLS:C4021822	HP:0000055
UMLS:C0566899	HP:0000059
UMLS:C0266362	HP:0000062
UMLS:C1850325	HP:0000066
UMLS:C1840382	HP:0000069
UMLS:C0521620	HP:0000072
UMLS:C4020897	HP:0000072
UMLS:C0022658	HP:0000077
UMLS:C0266292	HP:0000077
UMLS:C0744356	HP:0000078
UMLS:C0281966	HP:0000078
UMLS:C4021821	HP:0000079
ICD10:R39	HP:0000079
UMLS:C1565489	HP:0000083
UMLS:C0035078	HP:0000083
UMLS:C1839604	HP:0000083
UMLS:C0221353	HP:0000085
FYLER:4507	HP:0000085
UMLS:C0687120	HP:0000090
UMLS:C0033687	HP:0000093
ICD10:R80	HP:0000093
ICD10:O13	HP:0000093
UMLS:C0178664	HP:0000096
UMLS:C0241240	HP:0000098
UMLS:C0017658	HP:0000099
ICD10:R35	HP:0000103
UMLS:C0032617	HP:0000103
NCIT:C118303	HP:0000103
SNOMEDCT:28442001	HP:0000103
ICD9:788.42	HP:0000103
UMLS:C0542518	HP:0000105
UMLS:C0022679	HP:0000107
UMLS:C3887499	HP:0000107
UMLS:C1866496	HP:0000111
UMLS:C1408258	HP:0000112
UMLS:C0022658	HP:0000112
UMLS:C0022680	HP:0000113
UMLS:C1567435	HP:0000113
FYLER:4508	HP:0000113
UMLS:C4021819	HP:0000118
UMLS:C4280679	HP:0000121
UMLS:C0027709	HP:0000121
UMLS:C0221209	HP:0000125
UMLS:C0266383	HP:0000130
NCIT:C3157	HP:0000131
UMLS:C0042133	HP:0000131
ICD10:N92	HP:0000132
NCIT:C26829	HP:0000132
UMLS:C0025323	HP:0000132
SNOMEDCT:386692008	HP:0000132
UMLS:C0029927	HP:0000138
UMLS:C4021817	HP:0000152
UMLS:C0026633	HP:0000153
ICD10:K07	HP:0000153
UMLS:C0024433	HP:0000154
UMLS:C0149745	HP:0000155
UMLS:C0878638	HP:0000157
UMLS:C0026034	HP:0000160
UMLS:C1850256	HP:0000161
UMLS:C0040427	HP:0000164
UMLS:C0262444	HP:0000164
UMLS:C0426492	HP:0000171
UMLS:C0025988	HP:0000171
FYLER:4876	HP:0000175
ORDO:2014	HP:0000175
ICD9:749.0	HP:0000175
ICD10:Q35	HP:0000175
UMLS:C0008925	HP:0000175
NCIT:C87069	HP:0000175
OMIM:119570	HP:0000175
UMLS:C2981150	HP:0000175
OMIM:119540	HP:0000175
SNOMEDCT:87979003	HP:0000175
DOID:674	HP:0000175
UMLS:C1839739	HP:0000179
UMLS:C2053437	HP:0000179
UMLS:C0240379	HP:0000194
UMLS:C0426501	HP:0000200
UMLS:C4280673	HP:0000200
UMLS:C0031900	HP:0000201
UMLS:C4021813	HP:0000202
ICD10:Q37	HP:0000202
UMLS:C0158646	HP:0000202
UMLS:C0008924	HP:0000204
FYLER:4875	HP:0000204
UMLS:C0240635	HP:0000218
UMLS:C1865017	HP:0000219
UMLS:C4280669	HP:0000220
UMLS:C0042454	HP:0000220
UMLS:C4025879	HP:0000223
OAE:0001985	HP:0000225
UMLS:C0017565	HP:0000225
UMLS:C0017574	HP:0000230
UMLS:C0578038	HP:0000233
UMLS:C4021812	HP:0000234
UMLS:C4025875	HP:0000236
UMLS:C0020255	HP:0000238
ICD10:G91	HP:0000238
UMLS:C4280666	HP:0000243
UMLS:C0265535	HP:0000243
UMLS:C4280665	HP:0000243
UMLS:C4072823	HP:0000248
UMLS:C4072824	HP:0000248
UMLS:C0221356	HP:0000248
UMLS:C4551563	HP:0000252
MESH:D008831	HP:0000252
FYLER:4310	HP:0000252
UMLS:C0025958	HP:0000252
UMLS:C4280663	HP:0000256
UMLS:C4280664	HP:0000256
UMLS:C4083076	HP:0000256
UMLS:C4255213	HP:0000256
FYLER:4335	HP:0000256
UMLS:C1866134	HP:0000260
UMLS:C4025872	HP:0000264
UMLS:C0024904	HP:0000265
UMLS:C4280656	HP:0000268
UMLS:C4280655	HP:0000268
UMLS:C0221358	HP:0000268
UMLS:C4280653	HP:0000268
UMLS:C4280654	HP:0000268
UMLS:C4280652	HP:0000269
UMLS:C1853737	HP:0000269
UMLS:C1290857	HP:0000271
UMLS:C0266617	HP:0000271
UMLS:C4025871	HP:0000271
UMLS:C4280651	HP:0000272
UMLS:C1858085	HP:0000272
UMLS:C1855538	HP:0000274
UMLS:C1837463	HP:0000275
UMLS:C1849121	HP:0000275
UMLS:C1836047	HP:0000276
UMLS:C4025870	HP:0000277
UMLS:C3494422	HP:0000278
UMLS:C4072825	HP:0000280
UMLS:C1845847	HP:0000280
UMLS:C0542571	HP:0000282
UMLS:C1859680	HP:0000283
UMLS:C0678230	HP:0000286
UMLS:C1842366	HP:0000294
UMLS:C1845251	HP:0000297
UMLS:C4280646	HP:0000297
UMLS:C2227134	HP:0000303
UMLS:C0302501	HP:0000303
UMLS:C4280645	HP:0000303
UMLS:C0399526	HP:0000303
UMLS:C4280644	HP:0000303
UMLS:C1844505	HP:0000307
UMLS:C1839546	HP:0000308
UMLS:C1856468	HP:0000311
UMLS:C0239479	HP:0000311
UMLS:C0020534	HP:0000316
UMLS:C1142533	HP:0000319
UMLS:C1832127	HP:0000321
UMLS:C1861324	HP:0000322
UMLS:C1835884	HP:0000325
UMLS:C0240310	HP:0000327
UMLS:C4280643	HP:0000327
UMLS:C4280641	HP:0000327
UMLS:C4280640	HP:0000327
UMLS:C4280642	HP:0000327
UMLS:C4082243	HP:0000327
UMLS:C3697248	HP:0000331
UMLS:C1839323	HP:0000331
UMLS:C1849089	HP:0000337
UMLS:C1839758	HP:0000341
UMLS:C1865014	HP:0000343
FYLER:4163	HP:0000347
UMLS:C0240295	HP:0000347
UMLS:C1857130	HP:0000347
UMLS:C0025990	HP:0000347
UMLS:C2677762	HP:0000348
UMLS:C0239676	HP:0000348
UMLS:C1853486	HP:0000349
UMLS:C0266589	HP:0000356
UMLS:C1846460	HP:0000356
UMLS:C1858566	HP:0000356
UMLS:C0431478	HP:0000358
UMLS:C4021809	HP:0000359
UMLS:C0040264	HP:0000360
UMLS:C4021808	HP:0000363
UMLS:C4025860	HP:0000364
UMLS:C0339789	HP:0000365
UMLS:C0011053	HP:0000365
UMLS:C0018772	HP:0000365
FYLER:4868	HP:0000365
UMLS:C1384666	HP:0000365
UMLS:C0240547	HP:0000366
UMLS:C0265736	HP:0000366
UMLS:C2235909	HP:0000366
ICD10:Q30	HP:0000366
UMLS:C0239234	HP:0000369
UMLS:C0271429	HP:0000371
UMLS:C1857078	HP:0000376
UMLS:C4025857	HP:0000376
UMLS:C0431483	HP:0000377
UMLS:C1858566	HP:0000377
UMLS:C0857379	HP:0000377
UMLS:C4072826	HP:0000384
UMLS:C1860816	HP:0000384
UMLS:C1837732	HP:0000391
UMLS:C1837731	HP:0000396
UMLS:C4021806	HP:0000399
UMLS:C0554972	HP:0000400
UMLS:C1848570	HP:0000400
UMLS:C1855062	HP:0000400
UMLS:C1835581	HP:0000400
UMLS:C1850189	HP:0000400
UMLS:C1860838	HP:0000400
UMLS:C0152421	HP:0000400
UMLS:C0576860	HP:0000402
UMLS:C0395837	HP:0000402
UMLS:C0018777	HP:0000405
DOID:10003	HP:0000407
UMLS:C0018784	HP:0000407
SNOMEDCT:60700002	HP:0000407
UMLS:C1843156	HP:0000408
UMLS:C0155552	HP:0000410
UMLS:C1855285	HP:0000411
UMLS:C1305420	HP:0000411
UMLS:C1857079	HP:0000413
UMLS:C1840305	HP:0000413
UMLS:C1866190	HP:0000413
UMLS:C1398325	HP:0000413
UMLS:C0240543	HP:0000414
UMLS:C1855751	HP:0000414
UMLS:C1834118	HP:0000414
UMLS:C1854113	HP:0000426
UMLS:C4230640	HP:0000426
UMLS:C1834055	HP:0000430
UMLS:C1839764	HP:0000431
UMLS:C1849367	HP:0000431
UMLS:C0240538	HP:0000444
UMLS:C0426421	HP:0000445
UMLS:C4551564	HP:0000446
UMLS:C1853482	HP:0000447
UMLS:C4280629	HP:0000448
UMLS:C0426415	HP:0000448
UMLS:C1400105	HP:0000448
UMLS:C0426429	HP:0000455
UMLS:C0003126	HP:0000458
UMLS:C0426422	HP:0000460
UMLS:C1840077	HP:0000463
UMLS:C4280628	HP:0000464
UMLS:C0575167	HP:0000464
UMLS:C0266623	HP:0000464
UMLS:C0221217	HP:0000465
UMLS:C0521525	HP:0000470
UMLS:C0854242	HP:0000471
UMLS:C1839816	HP:0000472
UMLS:C0040485	HP:0000473
UMLS:C0152116	HP:0000473
UMLS:C0949445	HP:0000473
UMLS:C1836940	HP:0000474
UMLS:C0015397	HP:0000478
UMLS:C0015393	HP:0000478
UMLS:C0035300	HP:0000479
UMLS:C0035309	HP:0000479
UMLS:C1855670	HP:0000481
UMLS:C4020889	HP:0000481
SNOMEDCT:82649003	HP:0000483
UMLS:C0004106	HP:0000483
NCIT:C87145	HP:0000483
DOID:11782	HP:0000483
MESH:D012030	HP:0000483
DOID:9835	HP:0000483
ICD9:367.2	HP:0000483
UMLS:C1167712	HP:0000485
UMLS:C0344530	HP:0000485
ICD10:H50	HP:0000486
UMLS:C0038379	HP:0000486
UMLS:C0423224	HP:0000490
UMLS:C0014306	HP:0000490
UMLS:C0022568	HP:0000491
UMLS:C0423110	HP:0000494
UMLS:C2675111	HP:0000499
UMLS:C4025846	HP:0000504
UMLS:C3665347	HP:0000505
UMLS:C0042798	HP:0000505
ICD10:H53	HP:0000505
UMLS:C0009763	HP:0000509
UMLS:C1864156	HP:0000509
UMLS:C0476397	HP:0000512
UMLS:C0549651	HP:0000517
UMLS:C0023308	HP:0000517
UMLS:C1510497	HP:0000518
UMLS:C0086543	HP:0000518
FYLER:4865	HP:0000518
UMLS:C3277059	HP:0000519
UMLS:C0009691	HP:0000519
UMLS:C0015300	HP:0000520
UMLS:C1837760	HP:0000520
UMLS:C1862425	HP:0000520
UMLS:C1848490	HP:0000520
UMLS:C0003076	HP:0000526
UMLS:C1853738	HP:0000527
UMLS:C0003119	HP:0000528
FYLER:4864	HP:0000528
UMLS:C1839364	HP:0000529
UMLS:C3277697	HP:0000529
UMLS:C4011556	HP:0000534
UMLS:C4025843	HP:0000539
UMLS:C0020490	HP:0000540
UMLS:C0162292	HP:0000544
UMLS:C0162674	HP:0000544
ICD9:367.1	HP:0000545
DOID:11830	HP:0000545
OMIM:615420	HP:0000545
NCIT:C102533	HP:0000545
OMIM:615946	HP:0000545
UMLS:C0027092	HP:0000545
SNOMEDCT:57190000	HP:0000545
OMIM:614167	HP:0000545
UMLS:C1845274	HP:0000549
UMLS:C0042164	HP:0000554
UMLS:C0854723	HP:0000556
UMLS:C0349702	HP:0000559
UMLS:C0014877	HP:0000565
UMLS:C3665386	HP:0000572
UMLS:C0035317	HP:0000573
UMLS:C0015310	HP:0000577
UMLS:C0035334	HP:0000580
UMLS:C0005744	HP:0000581
UMLS:C0423109	HP:0000582
UMLS:C0266589	HP:0000598
OMIM:607842	HP:0000598
UMLS:C4280624	HP:0000603
UMLS:C0152191	HP:0000603
UMLS:C0024437	HP:0000608
UMLS:C4025836	HP:0000610
UMLS:C0008521	HP:0000610
UMLS:C0085636	HP:0000613
UMLS:C4020887	HP:0000613
UMLS:C4025835	HP:0000614
UMLS:C0026205	HP:0000616
UMLS:C0456909	HP:0000618
UMLS:C0271215	HP:0000618
FYLER:4866	HP:0000618
UMLS:C0344232	HP:0000622
UMLS:C1858036	HP:0000629
UMLS:C4021801	HP:0000632
UMLS:C1863872	HP:0000636
UMLS:C1963184	HP:0000639
UMLS:C0028738	HP:0000639
UMLS:C0002418	HP:0000646
UMLS:C0029124	HP:0000648
UMLS:C0522214	HP:0000649
UMLS:C0012569	HP:0000651
UMLS:C4020886	HP:0000657
UMLS:C3489733	HP:0000657
UMLS:C0431447	HP:0000664
UMLS:C0271385	HP:0000666
UMLS:C0020608	HP:0000668
UMLS:C4280617	HP:0000678
UMLS:C1317785	HP:0000678
UMLS:C4280618	HP:0000678
UMLS:C0040433	HP:0000678
UMLS:C1849538	HP:0000680
UMLS:C4021800	HP:0000682
UMLS:C4280262	HP:0000682
UMLS:C4280615	HP:0000682
UMLS:C0024636	HP:0000689
UMLS:C4280614	HP:0000689
UMLS:C4280613	HP:0000689
UMLS:C4083046	HP:0000690
UMLS:C1849950	HP:0000690
UMLS:C0011998	HP:0000699
ICD10:R29	HP:0000707
UMLS:C0497552	HP:0000707
UMLS:C0233514	HP:0000708
UMLS:C0004941	HP:0000708
HP:0000708	HP:0000708
UMLS:C0085633	HP:0000712
UMLS:C0085631	HP:0000713
UMLS:C0004352	HP:0000717
UMLS:C0338614	HP:0000725
UMLS:C0497327	HP:0000726
UMLS:C1510586	HP:0000729
UMLS:C0856975	HP:0000729
UMLS:C1837653	HP:0000732
UMLS:C0038271	HP:0000733
UMLS:C0038273	HP:0000733
UMLS:C0262630	HP:0000736
UMLS:C2700617	HP:0000737
UMLS:C0018524	HP:0000738
UMLS:C0235153	HP:0000738
UMLS:C0003467	HP:0000739
UMLS:C4020884	HP:0000739
UMLS:C0085632	HP:0000741
UMLS:C0011253	HP:0000746
UMLS:C0023012	HP:0000750
UMLS:C0454644	HP:0000750
UMLS:C0233715	HP:0000750
UMLS:C0241210	HP:0000750
UMLS:C0240735	HP:0000751
UMLS:C0424295	HP:0000752
UMLS:C4025832	HP:0000753
UMLS:C4021798	HP:0000758
UMLS:C1857640	HP:0000762
UMLS:C0151313	HP:0000763
UMLS:C4021797	HP:0000765
UMLS:C1860493	HP:0000766
UMLS:C2051831	HP:0000767
UMLS:C0158731	HP:0000768
UMLS:C4025829	HP:0000769
ICD10:Q83	HP:0000769
UMLS:C0018418	HP:0000771
UMLS:C0426790	HP:0000774
UMLS:C1848873	HP:0000775
UMLS:C0685891	HP:0000777
UMLS:C0262650	HP:0000777
UMLS:C0232939	HP:0000786
UMLS:C0021359	HP:0000789
UMLS:C0018965	HP:0000790
UMLS:C1834931	HP:0000800
UMLS:C0242350	HP:0000802
UMLS:C1969144	HP:0000803
UMLS:C0948896	HP:0000815
UMLS:C1445953	HP:0000817
UMLS:C4025823	HP:0000818
UMLS:C0014130	HP:0000818
UMLS:C0011849	HP:0000819
UMLS:C2186538	HP:0000820
UMLS:C0040128	HP:0000820
UMLS:C0020538	HP:0000822
UMLS:C0497247	HP:0000822
UMLS:C0034012	HP:0000823
UMLS:C3714796	HP:0000824
UMLS:C0020626	HP:0000829
UMLS:C4025821	HP:0000830
UMLS:C0271650	HP:0000833
MESH:D018149	HP:0000833
DOID:10603	HP:0000833
UMLS:C0001621	HP:0000834
UMLS:C4021794	HP:0000834
UMLS:C0020459	HP:0000842
UMLS:C0020502	HP:0000843
UMLS:C0018021	HP:0000853
UMLS:C0021655	HP:0000855
UMLS:C3278636	HP:0000857
UMLS:C0687720	HP:0000863
UMLS:C0020514	HP:0000870
UMLS:C0028949	HP:0000876
UMLS:C1846434	HP:0000882
UMLS:C4721788	HP:0000892
UMLS:C1844749	HP:0000902
UMLS:C4021791	HP:0000919
UMLS:C0426816	HP:0000921
UMLS:C4021790	HP:0000924
ICD10:R29	HP:0000924
UMLS:C4021789	HP:0000925
UMLS:C4020882	HP:0000925
UMLS:C1844704	HP:0000926
UMLS:C0235942	HP:0000929
UMLS:C3280768	HP:0000932
UMLS:C0553730	HP:0000934
UMLS:C0029453	HP:0000938
SNOMEDCT:312894000	HP:0000938
SNOMEDCT:78441005	HP:0000938
UMLS:C0747078	HP:0000938
NCIT:C50910	HP:0000938
UMLS:C0029456	HP:0000939
UMLS:C0037274	HP:0000951
UMLS:C0037268	HP:0000951
ICD10:R23	HP:0000951
ICD10:R17	HP:0000952
UMLS:C0022346	HP:0000952
UMLS:C0162834	HP:0000953
UMLS:C0424731	HP:0000954
UMLS:C0265974	HP:0000957
UMLS:C0221263	HP:0000957
UMLS:C0151908	HP:0000958
UMLS:C0259817	HP:0000958
MEDDRA:10048222	HP:0000958
UMLS:C0426848	HP:0000960
UMLS:C0870082	HP:0000962
MEDDRA:10020649	HP:0000962
NCIT:C3001	HP:0000964
UMLS:C0013595	HP:0000964
SNOMEDCT:43116000	HP:0000964
ICD10:L27	HP:0000964
UMLS:C0020620	HP:0000966
MEDDRA:10021013	HP:0000966
UMLS:C0013604	HP:0000969
UMLS:C0003028	HP:0000970
MEDDRA:10002512	HP:0000970
UMLS:C0022596	HP:0000972
UMLS:C0241074	HP:0000974
UMLS:C0038990	HP:0000975
UMLS:C0020458	HP:0000975
MEDDRA:10020642	HP:0000975
UMLS:C0700590	HP:0000975
UMLS:C0423798	HP:0000978
UMLS:C0013491	HP:0000978
MESH:D011693	HP:0000979
ICD10:D69	HP:0000979
DOID:3326	HP:0000979
NCIT:C78787	HP:0000979
UMLS:C0034150	HP:0000979
WIKIPEDIA:Purpura	HP:0000979
UMLS:C0030232	HP:0000980
UMLS:C0022596	HP:0000982
UMLS:C0015230	HP:0000988
MEDDRA:10037844	HP:0000988
UMLS:C0033774	HP:0000989
UMLS:C0349506	HP:0000992
UMLS:C1860335	HP:0000997
UMLS:C0020555	HP:0000998
ICD9:686.0	HP:0000999
SNOMEDCT:70759006	HP:0000999
DOID:4223	HP:0000999
UMLS:C0034212	HP:0000999
UMLS:C1260926	HP:0001000
UMLS:C1835229	HP:0001004
UMLS:C0024236	HP:0001004
UMLS:C0240278	HP:0001004
