normalised_id	normalised_label	is_obsolete
GO:0003094	glomerular filtration	False
GO:0003867	obsolete 4-aminobutyrate transaminase activity	True
GO:0005355	obsolete glucose transmembrane transporter activity	True
GO:0005747	obsolete mitochondrial respiratory chain complex i	True
GO:0005750	obsolete mitochondrial respiratory chain complex iii	True
GO:0005753	obsolete mitochondrial proton-transporting atp synthase complex	True
GO:0005844	obsolete polysome	True
GO:0005975	carbohydrate metabolic process	False
GO:0005977	glycogen metabolic process	False
GO:0005984	disaccharide metabolic process	False
GO:0006000	fructose metabolic process	False
GO:0006006	glucose metabolic process	False
GO:0006012	galactose metabolic process	False
GO:0006082	organic acid metabolic process	False
GO:0006090	pyruvate metabolic process	False
GO:0006091	generation of precursor metabolites and energy	False
GO:0006094	gluconeogenesis	False
GO:0006096	glycolytic process	False
GO:0006099	tricarboxylic acid cycle	False
GO:0006119	oxidative phosphorylation	False
GO:0006139	nucleobase-containing compound metabolic process	False
GO:0006144	purine nucleobase metabolic process	False
GO:0006163	purine nucleotide metabolic process	False
GO:0006164	purine nucleotide biosynthetic process	False
GO:0006206	pyrimidine nucleobase metabolic process	False
GO:0006281	dna repair	False
GO:0006289	nucleotide-excision repair	False
GO:0006306	obsolete dna methylation	True
GO:0006464		True
GO:0006486	protein glycosylation	False
GO:0006487	protein n-linked glycosylation	False
GO:0006493	protein o-linked glycosylation	False
GO:0006506	gpi anchor biosynthetic process	False
GO:0006517	protein deglycosylation	False
GO:0006520	amino acid metabolic process	False
GO:0006530	asparagine catabolic process	False
GO:0006541	glutamine metabolic process	False
GO:0006544	glycine metabolic process	False
GO:0006547	l-histidine metabolic process	False
GO:0006558	l-phenylalanine metabolic process	False
GO:0006560	proline metabolic process	False
GO:0006564	l-serine biosynthetic process	False
GO:0006568	tryptophan metabolic process	False
GO:0006570	tyrosine metabolic process	False
GO:0006572	tyrosine catabolic process	False
GO:0006573	valine metabolic process	False
GO:0006591	ornithine metabolic process	False
GO:0006600	creatine metabolic process	False
GO:0006601	creatine biosynthetic process	False
GO:0006629	lipid metabolic process	False
GO:0006631	fatty acid metabolic process	False
GO:0006665	sphingolipid metabolic process	False
GO:0006694	steroid biosynthetic process	False
GO:0006695	cholesterol biosynthetic process	False
GO:0006699	bile acid biosynthetic process	False
GO:0006707	cholesterol catabolic process	False
GO:0006725	obsolete cellular aromatic compound metabolic process	True
GO:0006744	ubiquinone biosynthetic process	False
GO:0006749	glutathione metabolic process	False
GO:0006753	nucleoside phosphate metabolic process	False
GO:0006754	atp biosynthetic process	False
GO:0006766	vitamin metabolic process	False
GO:0006768	biotin metabolic process	False
GO:0006772	thiamine metabolic process	False
GO:0006776	vitamin a metabolic process	False
GO:0006778	porphyrin-containing compound metabolic process	False
GO:0006790	sulfur compound metabolic process	False
GO:0006793	phosphorus metabolic process	False
GO:0006796	phosphate-containing compound metabolic process	False
GO:0006807	obsolete nitrogen compound metabolic process	True
GO:0006810	transport	False
GO:0006826	iron ion transport	False
GO:0006878	intracellular copper ion homeostasis	False
GO:0006885	regulation of ph	False
GO:0006909	phagocytosis	False
GO:0006911	phagocytosis, engulfment	False
GO:0006915	apoptotic process	False
GO:0006937	regulation of muscle contraction	False
GO:0006939	smooth muscle contraction	False
GO:0006950	response to stress	False
GO:0006954	inflammatory response	False
GO:0006956	complement activation	False
GO:0006970	response to osmotic stress	False
GO:0006996	organelle organization	False
GO:0007041	lysosomal transport	False
GO:0007049	cell cycle	False
GO:0007051	spindle organization	False
GO:0007052	mitotic spindle organization	False
GO:0007088	regulation of mitotic nuclear division	False
GO:0007154	cell communication	False
GO:0007165	signal transduction	False
GO:0007249	canonical nf-kappab signal transduction	False
GO:0007265	ras protein signal transduction	False
GO:0007411	axon guidance	False
GO:0007417	central nervous system development	False
GO:0007420	brain development	False
GO:0007499	ectoderm and mesoderm interaction	False
GO:0007507	heart development	False
GO:0007548	sex differentiation	False
GO:0007565	female pregnancy	False
GO:0007568	obsolete aging	True
GO:0007585	respiratory gaseous exchange by respiratory system	False
GO:0007586	digestion	False
GO:0007588	excretion	False
GO:0007596	blood coagulation	False
GO:0007600	sensory perception	False
GO:0007601	visual perception	False
GO:0007605	sensory perception of sound	False
GO:0007608	sensory perception of smell	False
GO:0007610	behavior	False
GO:0007613	memory	False
GO:0007623	circadian rhythm	False
GO:0008015	blood circulation	False
GO:0008016	regulation of heart contraction	False
GO:0008104	protein localization	False
GO:0008150	biological_process	False
GO:0008152	metabolic process	False
GO:0008202	steroid metabolic process	False
GO:0008203	cholesterol metabolic process	False
GO:0008219	cell death	False
GO:0008283	cell population proliferation	False
GO:0008611	ether lipid biosynthetic process	False
GO:0008614	pyridoxine metabolic process	False
GO:0008643	carbohydrate transport	False
GO:0009058	biosynthetic process	False
GO:0009066	aspartate family amino acid metabolic process	False
GO:0009069	serine family amino acid metabolic process	False
GO:0009081	branched-chain amino acid metabolic process	False
GO:0009087	methionine catabolic process	False
GO:0009100	glycoprotein metabolic process	False
GO:0009101	glycoprotein biosynthetic process	False
GO:0009107	lipoate biosynthetic process	False
GO:0009116	nucleoside metabolic process	False
GO:0009117	nucleotide metabolic process	False
GO:0009119	ribonucleoside metabolic process	False
GO:0009123	nucleoside monophosphate metabolic process	False
GO:0009124	nucleoside monophosphate biosynthetic process	False
GO:0009126	purine nucleoside monophosphate metabolic process	False
GO:0009127	purine nucleoside monophosphate biosynthetic process	False
GO:0009141	nucleoside triphosphate metabolic process	False
GO:0009142	nucleoside triphosphate biosynthetic process	False
GO:0009144	purine nucleoside triphosphate metabolic process	False
GO:0009145	purine nucleoside triphosphate biosynthetic process	False
GO:0009150	purine ribonucleotide metabolic process	False
GO:0009152	purine ribonucleotide biosynthetic process	False
GO:0009156	ribonucleoside monophosphate biosynthetic process	False
GO:0009161	ribonucleoside monophosphate metabolic process	False
GO:0009163	nucleoside biosynthetic process	False
GO:0009165	nucleotide biosynthetic process	False
GO:0009167	purine ribonucleoside monophosphate metabolic process	False
GO:0009168	purine ribonucleoside monophosphate biosynthetic process	False
GO:0009199	ribonucleoside triphosphate metabolic process	False
GO:0009201	ribonucleoside triphosphate biosynthetic process	False
GO:0009205	purine ribonucleoside triphosphate metabolic process	False
GO:0009206	purine ribonucleoside triphosphate biosynthetic process	False
GO:0009235	cobalamin metabolic process	False
GO:0009259	ribonucleotide metabolic process	False
GO:0009260	ribonucleotide biosynthetic process	False
GO:0009306	protein secretion	False
GO:0009311	oligosaccharide metabolic process	False
GO:0009314	response to radiation	False
GO:0009408	response to heat	False
GO:0009409	response to cold	False
GO:0009410	response to xenobiotic stimulus	False
GO:0009414	response to water deprivation	False
GO:0009415	response to water	False
GO:0009450	gamma-aminobutyric acid catabolic process	False
GO:0009611	response to wounding	False
GO:0009615	response to virus	False
GO:0009628	response to abiotic stimulus	False
GO:0009755	hormone-mediated signaling pathway	False
GO:0009856	pollination	False
GO:0009987	cellular process	False
GO:0010226	response to lithium ion	False
GO:0010259	obsolete multicellular organism aging	True
GO:0010468	regulation of gene expression	False
GO:0010543	regulation of platelet activation	False
GO:0010876	lipid localization	False
GO:0010960	magnesium ion homeostasis	False
GO:0014032	neural crest cell development	False
GO:0014072	response to isoquinoline alkaloid	False
GO:0014831	gastro-intestinal system smooth muscle contraction	False
GO:0014848	urinary tract smooth muscle contraction	False
GO:0015031	protein transport	False
GO:0015693	magnesium ion transport	False
GO:0015723	bilirubin transport	False
GO:0015804	neutral amino acid transport	False
GO:0015884	folic acid transport	False
GO:0015888	thiamine transport	False
GO:0015889	cobalamin transport	False
GO:0015939	pantothenate metabolic process	False
GO:0016023		True
GO:0016042	lipid catabolic process	False
GO:0016043	cellular component organization	False
GO:0016068	type i hypersensitivity	False
GO:0016119	carotene metabolic process	False
GO:0016125	sterol metabolic process	False
GO:0016126	sterol biosynthetic process	False
GO:0016246		True
GO:0018130	obsolete heterocycle biosynthetic process	True
GO:0018271	obsolete biotin-protein ligase activity	True
GO:0019229	regulation of vasoconstriction	False
GO:0019233	sensory perception of pain	False
GO:0019395	fatty acid oxidation	False
GO:0019438	obsolete aromatic compound biosynthetic process	True
GO:0019538	protein metabolic process	False
GO:0019637	organophosphate metabolic process	False
GO:0019693	ribose phosphate metabolic process	False
GO:0019853	l-ascorbic acid biosynthetic process	False
GO:0019915	lipid storage	False
GO:0022402	cell cycle process	False
GO:0022414	reproductive process	False
GO:0023014		True
GO:0023035	cd40 signaling pathway	False
GO:0030073	insulin secretion	False
GO:0030101	natural killer cell activation	False
GO:0030103	vasopressin secretion	False
GO:0030155	regulation of cell adhesion	False
GO:0030157	pancreatic juice secretion	False
GO:0030168	platelet activation	False
GO:0030195	negative regulation of blood coagulation	False
GO:0030218	erythrocyte differentiation	False
GO:0030252	growth hormone secretion	False
GO:0030317	flagellated sperm motility	False
GO:0030416	methylamine metabolic process	False
GO:0030431	sleep	False
GO:0030521	androgen receptor signaling pathway	False
GO:0030728	ovulation	False
GO:0031424	keratinization	False
GO:0031427	response to methotrexate	False
GO:0031644	regulation of nervous system process	False
GO:0031960	response to corticosteroid	False
GO:0032274	gonadotropin secretion	False
GO:0032276	regulation of gonadotropin secretion	False
GO:0032277	negative regulation of gonadotropin secretion	False
GO:0032501	multicellular organismal process	False
GO:0032502	developmental process	False
GO:0032940	secretion by cell	False
GO:0033273	response to vitamin	False
GO:0033280	response to vitamin d	False
GO:0033490	cholesterol biosynthetic process via lathosterol	False
GO:0033577	obsolete protein glycosylation in endoplasmic reticulum	True
GO:0033687	osteoblast proliferation	False
GO:0034097	response to cytokine	False
GO:0034101	erythrocyte homeostasis	False
GO:0034641	obsolete cellular nitrogen compound metabolic process	True
GO:0034651	cortisol biosynthetic process	False
GO:0034654	nucleobase-containing compound biosynthetic process	False
GO:0035176	social behavior	False
GO:0035456	response to interferon-beta	False
GO:0035483	gastric emptying	False
GO:0035773	insulin secretion involved in cellular response to glucose stimulus	False
GO:0035812	renal sodium excretion	False
GO:0035813	regulation of renal sodium excretion	False
GO:0035814	negative regulation of renal sodium excretion	False
GO:0035815	positive regulation of renal sodium excretion	False
GO:0035882	defecation rhythm	False
GO:0035898	parathyroid hormone secretion	False
GO:0035932	aldosterone secretion	False
GO:0036211	protein modification process	False
GO:0036270	response to diuretic	False
GO:0036271	response to methylphenidate	False
GO:0036272	response to gemcitabine	False
GO:0036273	response to statin	False
GO:0036274	response to lapatinib	False
GO:0036275	response to 5-fluorouracil	False
GO:0036276	response to antidepressant	False
GO:0036277	response to anticonvulsant	False
GO:0036287	response to iloperidone	False
GO:0036288	response to ximelagatran	False
GO:0040007	growth	False
GO:0040012	regulation of locomotion	False
GO:0040013	negative regulation of locomotion	False
GO:0040017	positive regulation of locomotion	False
GO:0042060	wound healing	False
GO:0042110	t cell activation	False
GO:0042116	macrophage activation	False
GO:0042278	purine nucleoside metabolic process	False
GO:0042322	negative regulation of circadian sleep/wake cycle, rem sleep	False
GO:0042359	vitamin d metabolic process	False
GO:0042360	vitamin e metabolic process	False
GO:0042403	thyroid hormone metabolic process	False
GO:0042423	catecholamine biosynthetic process	False
GO:0042451	purine nucleoside biosynthetic process	False
GO:0042455	ribonucleoside biosynthetic process	False
GO:0042476	odontogenesis	False
GO:0042493		True
GO:0042538	hyperosmotic salinity response	False
GO:0042592	homeostatic process	False
GO:0042593	glucose homeostasis	False
GO:0042630	behavioral response to water deprivation	False
GO:0042640	anagen	False
GO:0042697	menopause	False
GO:0042713	sperm ejaculation	False
GO:0042747	circadian sleep/wake cycle, rem sleep	False
GO:0042748	circadian sleep/wake cycle, non-rem sleep	False
GO:0042752	regulation of circadian rhythm	False
GO:0043084	penile erection	False
GO:0043170	macromolecule metabolic process	False
GO:0043217	myelin maintenance	False
GO:0043278	response to morphine	False
GO:0043400	cortisol secretion	False
GO:0043412	macromolecule modification	False
GO:0043413	macromolecule glycosylation	False
GO:0043484	regulation of rna splicing	False
GO:0043574	peroxisomal transport	False
GO:0044057	regulation of system process	False
GO:0044058	regulation of digestive system process	False
GO:0044062	regulation of excretion	False
GO:0044237	obsolete cellular metabolic process	True
GO:0044238	primary metabolic process	False
GO:0044249	obsolete cellular biosynthetic process	True
GO:0044260	obsolete cellular macromolecule metabolic process	True
GO:0044267		True
GO:0044271	obsolete cellular nitrogen compound biosynthetic process	True
GO:0044381	glucose import in response to insulin stimulus	False
GO:0044403	biological process involved in symbiotic interaction	False
GO:0044419	biological process involved in interspecies interaction between organisms	False
GO:0044421	obsolete extracellular region part	True
GO:0044422	obsolete organelle part	True
GO:0044424	obsolete intracellular part	True
GO:0044425	obsolete membrane part	True
GO:0044428	obsolete nuclear part	True
GO:0044429	obsolete mitochondrial part	True
GO:0044430	obsolete cytoskeletal part	True
GO:0044433	obsolete cytoplasmic vesicle part	True
GO:0044434	obsolete chloroplast part	True
GO:0044435	obsolete plastid part	True
GO:0044444	obsolete cytoplasmic part	True
GO:0044446	obsolete intracellular organelle part	True
GO:0044456	obsolete synapse part	True
GO:0044462	obsolete external encapsulating structure part	True
GO:0044464	obsolete cell part	True
GO:0044691	tooth eruption	False
GO:0044699		True
GO:0044700		True
GO:0044707		True
GO:0044710		True
GO:0044763		True
GO:0044765		True
GO:0044767		True
GO:0044850	menstrual cycle	False
GO:0045061	thymic t cell selection	False
GO:0045087	innate immune response	False
GO:0045184	establishment of protein localization	False
GO:0045190	isotype switching	False
GO:0045321	leukocyte activation	False
GO:0045453	bone resorption	False
GO:0045822	negative regulation of heart contraction	False
GO:0045823	positive regulation of heart contraction	False
GO:0045839	negative regulation of mitotic nuclear division	False
GO:0046034	atp metabolic process	False
GO:0046110	xanthine metabolic process	False
GO:0046128	purine ribonucleoside metabolic process	False
GO:0046129	purine ribonucleoside biosynthetic process	False
GO:0046146	tetrahydrobiopterin metabolic process	False
GO:0046390	ribose phosphate biosynthetic process	False
GO:0046483	obsolete heterocycle metabolic process	True
GO:0046655	folic acid metabolic process	False
GO:0046677	response to antibiotic	False
GO:0046849	bone remodeling	False
GO:0046877	regulation of saliva secretion	False
GO:0046878	positive regulation of saliva secretion	False
GO:0046879	hormone secretion	False
GO:0046883	regulation of hormone secretion	False
GO:0046952	ketone body catabolic process	False
GO:0048103	somatic stem cell division	False
GO:0048513	animal organ development	False
GO:0048583	regulation of response to stimulus	False
GO:0048598	embryonic morphogenesis	False
GO:0048731	system development	False
GO:0050432	catecholamine secretion	False
GO:0050667	homocysteine metabolic process	False
GO:0050708	regulation of protein secretion	False
GO:0050727	regulation of inflammatory response	False
GO:0050728	negative regulation of inflammatory response	False
GO:0050729	positive regulation of inflammatory response	False
GO:0050777	negative regulation of immune response	False
GO:0050789	regulation of biological process	False
GO:0050794	regulation of cellular process	False
GO:0050865	regulation of cell activation	False
GO:0050886	endocrine process	False
GO:0050892	intestinal absorption	False
GO:0050896	response to stimulus	False
GO:0050905	neuromuscular process	False
GO:0050909	sensory perception of taste	False
GO:0050913	sensory perception of bitter taste	False
GO:0050916	sensory perception of sweet taste	False
GO:0050957	equilibrioception	False
GO:0051046	regulation of secretion	False
GO:0051180	vitamin transport	False
GO:0051181	obsolete cofactor transport	True
GO:0051186	obsolete cofactor metabolic process	True
GO:0051234	establishment of localization	False
GO:0051301	cell division	False
GO:0051321	meiotic cell cycle	False
GO:0051384	response to glucocorticoid	False
GO:0051458	corticotropin secretion	False
GO:0051641	cellular localization	False
GO:0051646	mitochondrion localization	False
GO:0051649	establishment of localization in cell	False
GO:0051701	biological process involved in interaction with host	False
GO:0051716	cellular response to stimulus	False
GO:0051726	regulation of cell cycle	False
GO:0051930	regulation of sensory perception of pain	False
GO:0052047	obsolete symbiotic process mediated by secreted substance	True
GO:0052048	obsolete interaction with host via secreted substance	True
GO:0055062	phosphate ion homeostasis	False
GO:0055069	obsolete zinc ion homeostasis	True
GO:0055074	calcium ion homeostasis	False
GO:0055078	sodium ion homeostasis	False
GO:0055086	nucleobase-containing small molecule metabolic process	False
GO:0060004	reflex	False
GO:0060037	pharyngeal system development	False
GO:0060047	heart contraction	False
GO:0060073	micturition	False
GO:0060087	relaxation of vascular associated smooth muscle	False
GO:0060278	regulation of ovulation	False
GO:0060279	positive regulation of ovulation	False
GO:0060348	bone development	False
GO:0060453	regulation of gastric acid secretion	False
GO:0060454	positive regulation of gastric acid secretion	False
GO:0060455	negative regulation of gastric acid secretion	False
GO:0061041	regulation of wound healing	False
GO:0061042	vascular wound healing	False
GO:0061045	negative regulation of wound healing	False
GO:0061337	cardiac conduction	False
GO:0061476	response to anticoagulant	False
GO:0061477	response to aromatase inhibitor	False
GO:0061478	response to platelet aggregation inhibitor	False
GO:0061479	response to reverse transcriptase inhibitor	False
GO:0061533	norepinephrine secretion, neurotransmission	False
GO:0061626	pharyngeal arch artery morphogenesis	False
GO:0070075	tear secretion	False
GO:0070085	glycosylation	False
GO:0070092	regulation of glucagon secretion	False
GO:0070094	positive regulation of glucagon secretion	False
GO:0070293	renal absorption	False
GO:0070527	platelet aggregation	False
GO:0070561	vitamin d receptor signaling pathway	False
GO:0070914	uv-damage excision repair	False
GO:0071214	cellular response to abiotic stimulus	False
GO:0071467	cellular response to ph	False
GO:0071625	vocalization behavior	False
GO:0071696	ectodermal placode development	False
GO:0071704	obsolete organic substance metabolic process	True
GO:0071830	triglyceride-rich lipoprotein particle clearance	False
GO:0072359	circulatory system development	False
GO:0072521	purine-containing compound metabolic process	False
GO:0072522	purine-containing compound biosynthetic process	False
GO:0072710	response to hydroxyurea	False
GO:0072718	response to cisplatin	False
GO:0072758	response to topoisomerase inhibitor	False
GO:0080145	intracellular cysteine homeostasis	False
GO:0090257	regulation of muscle system process	False
GO:0090330	regulation of platelet aggregation	False
GO:0090331	negative regulation of platelet aggregation	False
GO:0090407	organophosphate biosynthetic process	False
GO:0097327	response to antineoplastic agent	False
GO:0097328	response to carboplatin	False
GO:0097329	response to antimetabolite	False
GO:0097330	response to 5-fluoro-2'-deoxyuridine	False
GO:0097331	response to cytarabine	False
GO:0097332	response to antipsychotic drug	False
GO:0097333	response to olanzapine	False
GO:0097334	response to perphenazine	False
GO:0097335	response to quetiapine	False
GO:0097336	response to risperidone	False
GO:0097337	response to ziprasidone	False
GO:0097338	response to clozapine	False
GO:0097366	response to bronchodilator	False
GO:0098542	defense response to other organism	False
GO:0098900	regulation of action potential	False
GO:0098901	regulation of cardiac muscle cell action potential	False
GO:0120054	intestinal motility	False
GO:0120060	regulation of gastric emptying	False
GO:0120061	negative regulation of gastric emptying	False
GO:0120062	positive regulation of gastric emptying	False
GO:1900133	regulation of renin secretion into blood stream	False
GO:1900134	negative regulation of renin secretion into blood stream	False
GO:1900135	positive regulation of renin secretion into blood stream	False
GO:1901135	carbohydrate derivative metabolic process	False
GO:1901137	carbohydrate derivative biosynthetic process	False
GO:1901293	nucleoside phosphate biosynthetic process	False
GO:1901360	obsolete organic cyclic compound metabolic process	True
GO:1901362	obsolete organic cyclic compound biosynthetic process	True
GO:1901554	response to paracetamol	False
GO:1901555	obsolete response to paclitaxel	True
GO:1901556	response to candesartan	False
GO:1901557	response to fenofibrate	False
GO:1901558	response to metformin	False
GO:1901559	response to ribavirin	False
GO:1901563	response to camptothecin	False
GO:1901564	obsolete organonitrogen compound metabolic process	True
GO:1901566	obsolete organonitrogen compound biosynthetic process	True
GO:1901576	obsolete organic substance biosynthetic process	True
GO:1901657	glycosyl compound metabolic process	False
GO:1901659	glycosyl compound biosynthetic process	False
GO:1901731	positive regulation of platelet aggregation	False
GO:1901905	response to tamsulosin	False
GO:1902518	response to cyclophosphamide	False
GO:1902519	response to docetaxel trihydrate	False
GO:1902520	response to doxorubicin	False
GO:1902521	response to etoposide	False
GO:1902522	response to 4'-epidoxorubicin	False
GO:1903491	response to simvastatin	False
GO:1903492	response to acetylsalicylate	False
GO:1903493	response to clopidogrel	False
GO:1903510	mucopolysaccharide metabolic process	False
GO:1904014	response to serotonin	False
GO:1904057	negative regulation of sensory perception of pain	False
GO:1904058	positive regulation of sensory perception of pain	False
GO:1904659	d-glucose transmembrane transport	False
GO:1905119	response to haloperidol	False
GO:1905747	negative regulation of saliva secretion	False
GO:1990054	response to temozolomide	False
GO:1990110	callus formation	False
GO:1990542	mitochondrial transmembrane transport	False
GO:2000292	regulation of defecation	False
GO:2000294	positive regulation of defecation	False
GO:2000428	regulation of neutrophil aggregation	False
HANCESTRO:0003	obsolete country	True
HANCESTRO:0575	obsolete yoruban	True
HP:0000008	abnormal morphology of female internal genitalia	False
HP:0000009	functional abnormality of the bladder	False
HP:0000011	neurogenic bladder	False
HP:0000014	abnormality of the bladder	False
HP:0000015	bladder diverticulum	False
HP:0000016	urinary retention	False
HP:0000019	urinary hesitancy	False
HP:0000020	urinary incontinence	False
HP:0000022	abnormal male internal genitalia morphology	False
HP:0000023	inguinal hernia	False
HP:0000027	azoospermia	False
HP:0000029	testicular atrophy	False
HP:0000031	epididymitis	False
HP:0000035	abnormal testis morphology	False
HP:0000037	male pseudohermaphroditism	False
HP:0000044	hypogonadotropic hypogonadism	False
HP:0000046	small scrotum	False
HP:0000049	shawl scrotum	False
HP:0000054	micropenis	False
HP:0000055	abnormal female external genitalia morphology	False
HP:0000059	hypoplastic labia majora	False
HP:0000062	ambiguous genitalia	False
HP:0000066	labial hypoplasia	False
HP:0000069	abnormality of the ureter	False
HP:0000072	hydroureter	False
HP:0000077	abnormality of the kidney	False
HP:0000078	abnormality of the genital system	False
HP:0000079	abnormality of the urinary system	False
HP:0000083	renal insufficiency	False
HP:0000085	horseshoe kidney	False
HP:0000090	nephronophthisis	False
HP:0000093	proteinuria	False
HP:0000096	glomerular sclerosis	False
HP:0000098	tall stature	False
HP:0000099	glomerulonephritis	False
HP:0000103	polyuria	False
HP:0000105	enlarged kidney	False
HP:0000107	renal cyst	False
HP:0000111	renal juxtaglomerular cell hypertrophy/hyperplasia	False
HP:0000112	nephropathy	False
HP:0000113	polycystic kidney dysplasia	False
HP:0000118	phenotypic abnormality	False
HP:0000121	nephrocalcinosis	False
HP:0000125	pelvic kidney	False
HP:0000130	abnormality of the uterus	False
HP:0000131	uterine leiomyoma	False
HP:0000132	menorrhagia	False
HP:0000138	ovarian cyst	False
HP:0000152	abnormality of head or neck	False
HP:0000153	abnormality of the mouth	False
HP:0000154	wide mouth	False
HP:0000155	oral ulcer	False
HP:0000157	abnormality of the tongue	False
HP:0000160	narrow mouth	False
HP:0000161	median cleft upper lip	False
HP:0000164	abnormality of the dentition	False
HP:0000171	microglossia	False
HP:0000175	cleft palate	False
HP:0000179	thick lower lip vermilion	False
HP:0000194	open mouth	False
HP:0000200	short lingual frenulum	False
HP:0000201	pierre-robin sequence	False
HP:0000202	orofacial cleft	False
HP:0000204	cleft upper lip	False
HP:0000218	high palate	False
HP:0000219	thin upper lip vermilion	False
HP:0000220	velopharyngeal insufficiency	False
HP:0000223	abnormality of taste sensation	False
HP:0000225	gingival bleeding	False
HP:0000230	gingivitis	False
HP:0000233	thin vermilion border	False
HP:0000234	abnormality of the head	False
HP:0000236	abnormal anterior fontanelle morphology	False
HP:0000238	hydrocephalus	False
HP:0000243	trigonocephaly	False
HP:0000248	brachycephaly	False
HP:0000252	microcephaly	False
HP:0000256	macrocephaly	False
HP:0000260	wide anterior fontanel	False
HP:0000263	oxycephaly	False
HP:0000264	abnormal mastoid morphology	False
HP:0000265	mastoiditis	False
HP:0000268	dolichocephaly	False
HP:0000269	prominent occiput	False
HP:0000271	abnormality of the face	False
HP:0000272	malar flattening	False
HP:0000274	small face	False
HP:0000275	narrow face	False
HP:0000276	long face	False
HP:0000277	abnormal mandible morphology	False
HP:0000278	retrognathia	False
HP:0000280	coarse facial features	False
HP:0000282	facial edema	False
HP:0000283	broad face	False
HP:0000286	epicanthus	False
HP:0000294	low anterior hairline	False
HP:0000297	facial hypotonia	False
HP:0000303	mandibular prognathia	False
HP:0000307	pointed chin	False
HP:0000308	microretrognathia	False
HP:0000311	round face	False
HP:0000316	hypertelorism	False
HP:0000319	smooth philtrum	False
HP:0000321	square face	False
HP:0000322	short philtrum	False
HP:0000325	triangular face	False
HP:0000327	hypoplasia of the maxilla	False
HP:0000331	short chin	False
HP:0000337	broad forehead	False
HP:0000341	narrow forehead	False
HP:0000343	long philtrum	False
HP:0000347	micrognathia	False
HP:0000348	high forehead	False
HP:0000349	widow's peak	False
HP:0000356	abnormality of the outer ear	False
HP:0000358	posteriorly rotated ears	False
HP:0000359	abnormality of the inner ear	False
HP:0000360	tinnitus	False
HP:0000363	abnormal earlobe morphology	False
HP:0000364	hearing abnormality	False
HP:0000365	hearing impairment	False
HP:0000366	abnormality of the nose	False
HP:0000368	obsolete low-set, posteriorly rotated ears	True
HP:0000369	low-set ears	False
HP:0000371	acute otitis media	False
HP:0000376	incomplete partition of the cochlea type ii	False
HP:0000377	abnormal pinna morphology	False
HP:0000384	preauricular skin tag	False
HP:0000391	thickened helices	False
HP:0000396	overfolded helix	False
HP:0000399	prelingual sensorineural hearing impairment	False
HP:0000400	macrotia	False
HP:0000402	stenosis of the external auditory canal	False
HP:0000405	conductive hearing impairment	False
HP:0000407	sensorineural hearing impairment	False
HP:0000408	progressive sensorineural hearing impairment	False
HP:0000410	mixed hearing impairment	False
HP:0000411	protruding ear	False
HP:0000413	atresia of the external auditory canal	False
HP:0000414	bulbous nose	False
HP:0000426	prominent nasal bridge	False
HP:0000430	underdeveloped nasal alae	False
HP:0000431	wide nasal bridge	False
